Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.cerebellum	TPM.liver
ENSMODG00000002716	0.269391	0.210469	0.018959	0.317656	0.14467	0
ENSMODG00000002717	2.011406	1.918429	0.560648	5.360605	8.460012	0.199909
ENSMODG00000002718	0.415963	2.447464	0.280506	0.971253	1.062759	0.286052
ENSMODG00000002719	159.765207	0.39394	0.029754	2.750175	0.020048	0
ENSMODG00000002720	0	0.080545	0.013609	0	0	0
ENSMODG00000002721	0.131691	0.303734	0.208978	2.982951	0.888931	9.525076
ENSMODG00000002722	6.635282	3.25348	3.689974	8.933544	7.335604	4.39705
ENSMODG00000002723	0.387539	0.619221	0.258402	0.770605	0.324319	0.225865
ENSMODG00000002724	0.665249	3.880856	0.252698	0.928251	0.732932	0.643926
ENSMODG00000002725	30.630525	172.842959	31.05858	110.738246	71.440444	21.167387
ENSMODG00000002727	0	0.053905	0.616236	0.7922	0.119415	0
ENSMODG00000002729	1.881987	23.873724	1.21745	4.54577	4.182945	0.865588
ENSMODG00000002730	3.674308	4.202797	1.479327	4.791664	3.988328	4.822881
ENSMODG00000002731	0	0	0	0	0	0
ENSMODG00000002732	4.489676	19.004747	5.084351	6.880878	7.851365	3.389496
ENSMODG00000002734	9.284666	12.561599	3.310834	16.07027	19.519601	2.807738
ENSMODG00000002737	0	0.058758	0	0	0	0
ENSMODG00000002738	0	0	0	15.467317	0	0
ENSMODG00000002739	37.992818	1.124376	0.412162	0	0	0
ENSMODG00000002740	3.755671	0.678016	0.839295	4.245912	4.940187	0.851185
ENSMODG00000002742	2.689621	0	0.023355	1.303189	0.360285	8.856994
ENSMODG00000002743	3.30344	4.568934	0.537628	4.375603	3.548182	1.003863
ENSMODG00000002744	4.283637	45.868503	0.692085	13.650888	18.030101	0.614744
ENSMODG00000002745	39.736584	8.097731	8.473998	6.517856	5.793152	25.164032
ENSMODG00000002746	0.255209	4.940942	0.021998	0.685179	2.161837	0.013692
ENSMODG00000002748	20.645784	6.09642	22.313081	10.26873	23.405823	20.032791
ENSMODG00000002749	20.794729	32.481367	3.305173	17.513438	32.657257	24.149427
ENSMODG00000002750	1.437448	3.053771	0.007738	6.149533	6.874029	0
ENSMODG00000002751	1.023437	0.591031	0.37742	0.448464	1.046336	0.348545
ENSMODG00000002753	106.936221	26.243374	13.084894	35.082763	42.211117	588.184188
ENSMODG00000002754	2.617072	6.039571	1.639095	6.819448	5.592523	1.639799
ENSMODG00000002755	0	0.747173	0	0.0966	0.053188	0.030903
ENSMODG00000002756	22.33619	8.528783	12.965727	38.650391	62.568545	48.467705
ENSMODG00000002757	0.510339	0.738892	0.094478	10.165158	26.899003	0.095902
ENSMODG00000002759	0	375.746935	0.020427	0.11598	0	0
ENSMODG00000002760	19.587451	8.765694	19.331087	29.452955	70.614789	14.485011
ENSMODG00000002761	1.688586	10.497558	0.382117	9.234344	9.455416	0.340974
ENSMODG00000002762	0.051307	0.037542	0	0.058863	0	0
ENSMODG00000002763	34.874912	9.071709	102.214708	58.346055	37.306707	1.888445
ENSMODG00000002764	9.835261	0.551126	1.937056	1.332128	0.714075	4.460114
ENSMODG00000002765	0.052775	0.118518	0.021082	0.181434	0.203569	0
ENSMODG00000002766	3.840995	26.310807	2.524401	15.297382	17.972521	1.910388
ENSMODG00000002767	1.219179	0.030389	0.013513	36.75761	29.224977	0
ENSMODG00000002768	0.197783	0.094116	0	0	0	0
ENSMODG00000002769	0.452796	1.973228	0.267209	1.69573	4.651063	0.025705
ENSMODG00000002770	155.58252	13.46099	202.161745	85.059012	95.842257	88.90629
ENSMODG00000002771	1.176113	0.773868	0.264538	2.076549	0.811097	0.377604
ENSMODG00000002772	1.880598	1.966293	0.261051	0.303856	0.497732	118.732199
ENSMODG00000002773	0.045546	0.304612	0.002365	12.460193	3.952846	0.008121
ENSMODG00000002778	3.683449	11.651888	3.432312	96.76737	59.115568	1.47232
ENSMODG00000002779	0.118975	5.588085	0.026942	0.076425	0.082542	0.084968
ENSMODG00000002781	0.09105	3.703241	0.012533	0.140904	0.038568	0
ENSMODG00000002782	7.956489	5.059179	7.698185	14.001312	15.156297	8.661202
ENSMODG00000002783	4.187326	6.214537	2.417811	10.989129	16.492941	2.574123
ENSMODG00000002784	91.917959	0.008118	0.022417	0.142487	4.605825	0.260899
ENSMODG00000002785	10.809148	7.784924	7.387053	5.602789	9.148727	8.000545
ENSMODG00000002787	23.515732	22.734077	17.748307	11.819183	9.54145	8.221988
ENSMODG00000002788	0	12.325758	0.006466	0.109822	0.11995	0.046
ENSMODG00000002789	12.854471	1.021709	0.830853	1.389817	0.898692	1.919696
ENSMODG00000002791	0.089732	0.521656	0	0	0	0
ENSMODG00000002793	0.875389	0.578901	0.465073	4.082948	9.903804	0.426975
ENSMODG00000002794	0.035852	6.36091	0.036792	3.522095	0.760723	0
ENSMODG00000002796	8.149292	2.378799	0.148869	2.907914	3.244121	0.326789
ENSMODG00000002797	3.465449	8.492069	1.994121	4.827149	8.661913	6.87537
ENSMODG00000002798	4.335761	4.880363	2.317503	5.880053	9.988862	0.857599
ENSMODG00000002799	3.575869	120.804021	0.375729	9.235976	12.781497	0.988166
ENSMODG00000002800	8.551597	38.338003	3.300746	23.984381	33.669639	4.917825
ENSMODG00000002801	1.020196	5.828043	0.632456	1.435039	1.268302	0.820785
ENSMODG00000002802	3.027773	6.443392	4.423066	47.642655	47.805363	1.766289
ENSMODG00000002804	2.395926	6.662523	2.791945	3.740625	7.790437	1.461047
ENSMODG00000002805	11.789233	66.958972	8.150111	20.944447	16.54513	7.849622
ENSMODG00000002806	0.430057	0.050832	0.192632	1.483895	2.034163	2.724124
ENSMODG00000002807	98.556193	1.089318	0.026835	0	0.050068	46.624569
ENSMODG00000002808	1.109368	0.891902	1.416007	1.992653	2.939142	1.628652
ENSMODG00000002810	0	13.567812	0.025209	51.621688	4.907295	0.022422
ENSMODG00000002812	0.215132	0.663892	0.64119	0.986155	0.649439	0.232854
ENSMODG00000002813	0.471436	0.077033	0.166698	1.805909	6.108146	0.114321
ENSMODG00000002814	0.080933	0.267575	0.023406	3.219113	1.08835	0.141732
ENSMODG00000002815	0.233784	1.831464	0.303552	0.376698	0.902583	0
ENSMODG00000002817	0.067699	0.069412	0.060803	0.239682	0.194983	0
ENSMODG00000002818	0.062018	0.037029	7.391668	0	0.158522	0
ENSMODG00000002819	11.504271	8.649102	10.364637	35.586968	53.736687	5.384907
ENSMODG00000002820	0.752968	5.116903	0.272726	1.246017	1.86528	0.189279
ENSMODG00000002821	2.23548	3.700976	1.227739	2.253457	3.813016	0.60119
ENSMODG00000002822	1.37999	0.411609	0.258892	23.620191	89.681168	3.145921
ENSMODG00000002823	3.50842	10.35744	1.409994	7.120238	15.3422	3.182426
ENSMODG00000002824	11.813923	16.704637	7.614132	27.045147	62.801188	8.272741
ENSMODG00000002825	4.708837	6.261435	9.979384	13.56836	9.061629	1.132348
ENSMODG00000002826	0	0	0	0.115978	0	0.071516
ENSMODG00000002827	0.248218	0	0	0	0	0
ENSMODG00000002828	83.9335	181.892477	141.210431	82.307286	105.090408	36.376561
ENSMODG00000002829	2.489696	16.633434	1.322893	5.789075	3.507289	1.183096
ENSMODG00000002830	14.53816	16.100781	11.955548	41.756962	27.785102	4.578894
ENSMODG00000002831	7.785606	19.350158	5.593717	15.847899	18.547631	3.422667
ENSMODG00000002832	0.158398	0	0	0	0	0
ENSMODG00000002835	0.047062	0	0	0	0	0
ENSMODG00000002836	2.541066	5.208473	1.401293	8.471672	15.437439	2.176365
ENSMODG00000002837	6.482752	19.088338	14.314283	1.41842	3.391287	0.440193
ENSMODG00000002838	8.658129	15.097802	3.17302	22.617497	36.084818	7.390332
ENSMODG00000002842	0.727542	0.646327	1.448156	5.63438	6.317056	0.211592
ENSMODG00000002843	0	0.044192	0	0	0	0
ENSMODG00000002844	21.409063	17.202859	7.903433	6.191258	5.972551	11.460763
ENSMODG00000002847	0.026655	0.938025	0.01626	1.586954	1.262536	0.007578
ENSMODG00000002848	0.379886	7.113056	0.436616	20.426732	14.228839	0.425499
ENSMODG00000002849	2.736394	31.352283	0	0.040038	0.0501	0
ENSMODG00000002850	0.478956	69.233647	0.280642	1.173311	1.060399	0.217581
ENSMODG00000002852	3.057442	0.422447	1.703643	1.840084	1.060763	1.367534
ENSMODG00000002855	7.249692	41.00393	8.25343	29.728468	13.844976	6.827795
ENSMODG00000002856	3.655754	1.259912	2.755752	2.985012	7.277116	2.747226
ENSMODG00000002858	0	0	0	0	0	0
ENSMODG00000002859	9.958844	31.325035	6.599151	30.093091	35.413836	3.325576
ENSMODG00000002860	80.200688	1.001025	0.228731	0.25791	0.970013	0.114581
ENSMODG00000002861	1.942511	10.287165	3.232272	0.339079	0.19279	5.113835
ENSMODG00000002862	42.165845	8.893195	9.171494	16.878929	25.717759	95.853531
ENSMODG00000002863	2.548427	2.525537	1.277695	6.512759	9.856651	1.408166
ENSMODG00000002864	7.612027	2.215803	2.300802	4.83466	4.460238	4.770783
ENSMODG00000002865	6.393723	3.327972	1.601714	5.38619	3.683316	1.562747
ENSMODG00000002866	2.177267	79.119786	1.330365	56.670392	33.822875	0.109882
ENSMODG00000002867	5.09406	0.739805	3.964426	4.386338	2.448799	0.699097
ENSMODG00000002868	28.948789	5.561093	2.380081	6.09754	6.249362	27.916709
ENSMODG00000002869	2.788182	0.473973	1.555179	1.532548	1.706051	0.087539
ENSMODG00000002870	0.820769	169.716525	1.55622	5.536546	15.416044	0.307173
ENSMODG00000002873	2.55743	7.473434	1.828194	1.531136	2.642134	2.213895
ENSMODG00000002874	0	0	0	0	0	0
ENSMODG00000002875	0.530287	1.575509	0.084311	1.247989	0.844035	0.030838
ENSMODG00000002876	3.079909	0.901002	0.470063	6.397046	1.146412	0.207295
ENSMODG00000002880	14.409639	114.290771	15.357533	73.188553	47.491056	10.879896
ENSMODG00000002882	27.887586	57.891431	14.777046	55.286123	49.186836	14.660376
ENSMODG00000002883	0.858654	2.564509	0.511669	0.833707	1.998768	0.403503
ENSMODG00000002884	3.827624	5.971685	0.878735	8.635929	3.497955	1.382931
ENSMODG00000002885	71.868028	86.56324	50.170783	190.60806	622.591684	12.182367
ENSMODG00000002887	20.646509	15.910493	5.696144	30.545286	15.731393	12.106262
ENSMODG00000002889	27.187198	4.29956	1.882602	9.854828	9.012892	2.817038
ENSMODG00000002891	0.081718	0.083658	0.016899	10.879935	22.399021	0.105833
ENSMODG00000002894	0	0.133586	0.015723	0.098186	0	0
ENSMODG00000002895	4.551249	8.345727	1.925511	8.008256	2.600191	0.825149
ENSMODG00000002896	15.220906	2.738399	4.102289	5.467582	2.927509	16.469427
ENSMODG00000002897	0	0	0	0	0	0
ENSMODG00000002898	1.015779	3.5233	0.269779	4.691275	9.02687	0.156954
ENSMODG00000002899	1.030956	1.933896	1.147057	2.643444	3.7287	0.145869
ENSMODG00000002901	0.303591	0.074657	0.005666	59.4639	55.601109	0
ENSMODG00000002902	19.791908	6.481666	23.453703	15.464188	15.701222	10.435985
ENSMODG00000002903	278.05864	607.784924	439.297805	565.244441	441.816293	170.078432
ENSMODG00000002904	0	0	0.027169	0	0	0.475963
ENSMODG00000002905	2.863425	1.368965	2.063484	7.057368	15.472028	30.434111
ENSMODG00000002906	2.889532	3.8148	4.947635	9.431348	9.295407	1.144209
ENSMODG00000002909	3.880478	3.061637	1.559458	15.236655	23.578125	0.606182
ENSMODG00000002910	0	7.371443	0.020032	0.091971	0.109789	0.030456
ENSMODG00000002912	0	0.856531	0.230635	0	0	0
ENSMODG00000002913	0.731222	0.485842	0.755169	0.768574	0	0.551934
ENSMODG00000002914	4.670674	16.768777	2.605769	12.723647	7.073216	2.859401
ENSMODG00000002915	2.165514	1.542366	1.46857	5.524449	22.088169	0.434956
ENSMODG00000002917	1.900773	2.019176	1.192694	3.225011	4.088476	1.325066
ENSMODG00000002918	4.723762	3.553052	0.03015	0.255056	0	0
ENSMODG00000002920	125.866628	18.3675	2.041547	9.764657	13.979454	22.061173
ENSMODG00000002921	0	0	0.013109	0	0	0
ENSMODG00000002922	0.373849	4.236266	0.028272	0.055911	0.050708	0.058611
ENSMODG00000002923	6.153639	14.300429	7.11182	9.370135	17.167927	1.677215
ENSMODG00000002925	5.608819	6.944468	5.339182	8.585148	18.432679	1.057422
ENSMODG00000002926	8.686959	20.171946	8.97085	4.339304	21.150243	3.451841
ENSMODG00000002927	0.60035	0.626175	0.404123	5.214991	1.062876	0.44364
ENSMODG00000002928	0.056428	0.048917	0.020696	0.032193	0.071017	86.733981
ENSMODG00000002929	4.762051	11.645136	3.178777	15.700458	20.995486	2.042804
ENSMODG00000002930	0.065646	16.020886	0.048568	4.963858	2.698378	0.299491
ENSMODG00000002931	4.268761	3.548473	0.731409	13.894346	59.824659	0.84995
ENSMODG00000002932	7.831051	0.869466	1.409931	4.154102	5.226437	0.880965
ENSMODG00000002933	0.139779	0	0.169434	0	0	2.723943
ENSMODG00000002935	0.59964	1.961363	0.194611	1.375212	1.168996	0.165297
ENSMODG00000002936	0.301791	0.455441	0.062497	0.17808	0	0
ENSMODG00000002937	1.269257	1.372666	0.80604	2.9606	1.371306	0.9863
ENSMODG00000002938	8.529775	2.31839	4.326713	9.990699	12.111427	3.793996
ENSMODG00000002941	3.46089	3.489714	2.292548	6.337636	9.004859	6.352289
ENSMODG00000002942	0.293278	0.216628	8.288818	0.397707	0.180262	0.690379
ENSMODG00000002944	30.339793	18.858874	11.331376	188.109807	261.221264	3.938176
ENSMODG00000002945	8.887719	7.384053	8.496468	9.792286	5.001056	12.461869
ENSMODG00000002946	4.558769	4.618404	2.758463	7.732518	11.394116	1.838984
ENSMODG00000002949	19.781736	10.30124	8.429071	47.937176	49.67785	6.826789
ENSMODG00000002951	6.700943	3.274859	3.424048	11.194065	27.263349	2.52934
ENSMODG00000002952	3.714981	1.411874	5.225401	7.495737	7.065072	3.58996
ENSMODG00000002954	0	0.642163	0.013326	84.481033	25.115823	0
ENSMODG00000002955	23.987514	11.252719	18.361527	19.125354	19.184073	31.071625
ENSMODG00000002956	30.951012	5.635713	2.662264	3.186544	3.454873	42.234436
ENSMODG00000002957	0	0	0	0	0	0
ENSMODG00000002958	1.198165	4.952302	0.724325	1.920981	2.722843	0.452433
ENSMODG00000002959	0.101079	0.046558	0.013922	0.254187	0.156546	0.017078
ENSMODG00000002960	0	0.043138	0.036796	0.639122	0.222888	0
ENSMODG00000002961	12.550795	0.528924	0.214918	0.179863	0.183355	24.898794
ENSMODG00000002962	0.199366	0.352543	0	10.534698	1212.01228	7.166962
ENSMODG00000002963	8.478282	13.328714	3.448364	2.028004	0.499966	0.253298
ENSMODG00000002966	10.461791	0.023914	0.012115	0.0454	0.157465	7.211103
ENSMODG00000002967	0.256683	2.128887	0.153587	0	0	0.055191
ENSMODG00000002968	0	420.255723	0	0	0.210441	0
ENSMODG00000002969	0	0	0	0.315653	0.173462	0
ENSMODG00000002970	1.670397	3.472696	5.245505	13.701521	23.435655	1.693935
ENSMODG00000002972	0.323251	1.149912	0.205817	0.186793	1.884687	0.740728
ENSMODG00000002974	92.639021	33.256075	24.095438	181.675773	302.51898	25.403384
ENSMODG00000002975	0	0	0	0.643581	0.685842	0
ENSMODG00000002976	3.399835	2.392319	0.604116	2.596917	2.966196	0.70791
ENSMODG00000002977	0.196899	8.829427	0.017404	39.337528	6.878337	0.044195
ENSMODG00000002978	8.413945	4.232842	3.801501	14.607161	17.916569	5.080861
ENSMODG00000002980	826.384084	46.381091	53.184322	763.98114	718.221197	13.238891
ENSMODG00000002981	6.589988	21.95175	2.595675	3.552243	2.220756	1.228519
ENSMODG00000002982	20.872743	11.16967	5.073662	7.274837	4.145928	4.976705
ENSMODG00000002983	8.292057	10.488313	4.177432	24.048963	31.359257	2.953674
ENSMODG00000002985	0	0.695982	0	0.091682	0.065615	0
ENSMODG00000002986	9.307978	15.151485	3.590151	26.939098	21.599042	7.135491
ENSMODG00000002987	1.150532	2.261433	0.194334	2.393274	3.216568	0.54618
ENSMODG00000002988	0	18.857676	0	0.218479	0	0
ENSMODG00000002989	0.047136	0	0	0	0	0
ENSMODG00000002991	0.249719	0.12938	0.115237	2.355089	0.725295	0
ENSMODG00000002992	1.035096	0.805859	0.660649	2.249816	2.641252	0.110343
ENSMODG00000002993	0	514.91287	0	0	0	0.137379
ENSMODG00000002994	0.802718	11.803431	0.85859	2.110935	3.417156	0.540869
ENSMODG00000002995	0.915167	1.241877	0.22698	6.771202	2.642858	0.027096
ENSMODG00000002996	0.179226	0.981748	0.087923	6.697022	3.318735	0.128961
ENSMODG00000002997	10.099203	0.028122	0.086949	0.862611	0.200628	13.307718
ENSMODG00000002999	4.218846	10.72975	2.759804	13.307435	16.874266	2.545792
ENSMODG00000003000	47.608991	95.617368	28.131865	30.844087	33.280797	107.828985
ENSMODG00000003001	1.859628	4.56424	3.449628	3.219798	15.359391	3.48265
ENSMODG00000003002	12.246351	14.914264	2.6228	53.951593	26.536345	0.599741
ENSMODG00000003003	0.858181	3.678056	0.453537	2.254081	2.893842	0.85644
ENSMODG00000003005	2.136207	14.840362	2.332147	25.073457	86.191144	1.269384
ENSMODG00000003007	0	0	0	0	0	0
ENSMODG00000003009	13.00865	100.882255	16.003882	33.344417	30.422253	8.827194
ENSMODG00000003010	46.561092	3.941198	38.953353	6.272371	7.39508	13.735042
ENSMODG00000003012	1.879922	1.854748	0.324458	2.453614	2.098645	0.506497
ENSMODG00000003013	1.925791	0.979554	2.68046	1.489918	3.496884	0.356884
ENSMODG00000003014	36.944869	38.140424	19.777548	65.859012	46.24346	10.325896
ENSMODG00000003015	1.12481	16.843654	1.212135	2.4329	3.530965	0.797951
ENSMODG00000003016	0.268445	1.93884	0.299221	1.068385	0.244824	0.092856
ENSMODG00000003017	36.199842	67.36612	22.838739	112.96942	139.023709	20.998945
ENSMODG00000003019	0.557177	0.63571	0.055666	1.068203	0.838943	0.281175
ENSMODG00000003021	57.205207	98.159223	16.77453	33.128601	53.061066	9.979235
ENSMODG00000003022	2.604962	2.954975	1.552996	11.717756	29.667445	1.014171
ENSMODG00000003023	3.380845	4.920168	2.307187	25.575212	43.619841	0.702872
ENSMODG00000003024	9.412691	22.510731	10.50798	27.512114	30.889172	2.822737
ENSMODG00000003026	0.014785	7.22979	0.067051	0.393655	0.06181	0
ENSMODG00000003027	1.622669	1.148711	0.87165	1.256259	2.696905	0.735646
ENSMODG00000003028	0.366255	0.011869	0.016698	8.726152	10.394843	0.117904
ENSMODG00000003030	19.690008	98.500504	27.269146	39.168909	41.216359	12.940888
ENSMODG00000003031	2.257367	2.637236	0.876421	11.295137	16.612672	0.72825
ENSMODG00000003033	3.124928	0.439637	4.570323	1.514712	1.44678	0.145268
ENSMODG00000003035	0	0.040851	0.013913	3.159133	1.805206	0
ENSMODG00000003037	12.439009	51.155188	7.25515	24.61584	16.041765	1.941024
ENSMODG00000003040	4.531741	1.813457	6.209221	16.772789	34.581975	4.262098
ENSMODG00000003041	18.980228	1.758671	4.354553	11.744751	26.63196	7.588359
ENSMODG00000003042	0.847176	0.091018	0.436615	0.25161	0.737541	0.093162
ENSMODG00000003043	0.070697	0	0	0	0	0.053289
ENSMODG00000003044	0	0	0.054585	0.154995	0	0.096205
ENSMODG00000003046	18.055261	3.864094	3.742751	5.052881	6.899518	0.72326
ENSMODG00000003047	0	0.101607	0.022829	0.250158	4.570451	0.041777
ENSMODG00000003048	0.032203	1.322691	0.052512	0.187066	1.074894	0
ENSMODG00000003049	0.50691	2.251484	0.248511	0.526951	1.194751	0.036664
ENSMODG00000003050	1.188578	8.657817	17.09223	9.754863	9.747494	1.419858
ENSMODG00000003051	0.06032	8.482405	0.372599	248.345192	204.978766	0.047082
ENSMODG00000003052	0.9519	96.311485	0.189509	3.152284	0.235256	0.02675
ENSMODG00000003053	1.276139	0.018655	0	0.036685	0	4.802631
ENSMODG00000003055	0.469145	0.229896	0.016042	0.531414	0.512968	0.235041
ENSMODG00000003056	13.46116	22.016669	8.03805	31.369803	22.689748	9.122515
ENSMODG00000003057	1.143609	4.044653	1.071469	3.848113	5.750385	0.143075
ENSMODG00000003058	10.676971	1.180234	0.183757	1.456001	1.506197	10.411538
ENSMODG00000003059	4.478981	8.340502	6.173938	21.134391	24.302172	0.385106
ENSMODG00000003060	1.320728	8.038594	0.846531	2.672865	4.044011	0.562243
ENSMODG00000003062	0.170605	10.566001	3.734726	13.799031	10.578384	0.018392
ENSMODG00000003063	4.412654	2.298782	8.611298	20.192424	27.780562	0.042234
ENSMODG00000003065	33.439912	38.651117	20.468059	21.032684	49.776462	38.620173
ENSMODG00000003066	10.292091	16.612435	15.902601	23.55134	21.318307	5.874685
ENSMODG00000003068	0.35622	0.197277	0.267016	0.752675	1.422206	0.247522
ENSMODG00000003069	0.896734	2.183506	0.665046	2.101855	2.086688	0.384598
ENSMODG00000003070	0.861006	5.597707	0.192881	8.043262	0.961069	0.772275
ENSMODG00000003071	5.740943	4.82797	4.324034	2.572325	7.647937	4.524474
ENSMODG00000003072	8.110211	33.043199	3.564806	16.610797	41.325712	2.91226
ENSMODG00000003073	392.214241	25.618991	516.941675	479.220043	550.194557	124.437527
ENSMODG00000003074	28.678665	21.267645	18.820542	45.862884	34.736707	18.70959
ENSMODG00000003075	1.356181	1.855703	1.021051	4.274315	4.465148	0.507242
ENSMODG00000003076	6.99823	62.815858	3.155099	14.451166	11.929384	4.045195
ENSMODG00000003078	0.955192	0.99006	0.472359	4.108257	3.569566	0.031253
ENSMODG00000003080	5.639543	16.858822	2.308672	9.96896	22.134159	2.510842
ENSMODG00000003081	1.974859	8.271087	1.844891	6.695085	5.778284	1.288596
ENSMODG00000003082	0	0.078921	0.052662	0.432431	0.16912	0
ENSMODG00000003083	2.664958	6.625579	0.480193	2.41001	6.996142	1.18331
ENSMODG00000003084	1.213276	0.326641	1.199279	4.610877	1.186486	0.356442
ENSMODG00000003085	0	0	0	0	0	0.213497
ENSMODG00000003088	8.710675	12.657336	2.339564	12.049891	28.060345	11.369615
ENSMODG00000003089	25.703413	41.8327	9.899217	17.968778	47.135227	16.640307
ENSMODG00000003090	0.775515	0.916174	0.17081	3.276972	2.128363	0.087281
ENSMODG00000003092	8.10704	0.065	0.044397	0	0	0
ENSMODG00000003093	2.094174	22.778463	1.848829	5.659631	7.023904	1.935853
ENSMODG00000003094	1.402711	1.892554	1.008928	2.280405	3.946749	0.623146
ENSMODG00000003095	1.09469	0.045455	1.002461	0	0.517631	0.317938
ENSMODG00000003096	127.711828	45.46921	69.257378	136.051165	97.175058	75.535678
ENSMODG00000003098	6.416008	10.595374	0.451332	0.802757	1.018739	0.869279
ENSMODG00000003099	0.021302	0.030953	0.026153	0.438913	0.173571	0.023044
ENSMODG00000003100	0.22634	2.822481	0.567091	1.271288	1.119212	0.160053
ENSMODG00000003102	6.733279	8.033716	9.31241	41.707234	22.521083	26.972422
ENSMODG00000003103	0.045685	19.693696	0.569992	0.527464	1.381621	0
ENSMODG00000003104	2.297914	8.03348	0.662237	4.061317	0.406171	0.782914
ENSMODG00000003105	38.34227	77.426051	22.266655	96.263253	90.699573	20.034582
ENSMODG00000003106	6.819389	13.003735	2.59536	6.618794	9.825442	2.741254
ENSMODG00000003107	21.216726	26.101195	8.6986	22.723054	25.576537	7.745519
ENSMODG00000003108	0.024646	0.6394	0.002013	1.335528	0.574032	0
ENSMODG00000003111	57.282289	130.183232	111.890149	129.991906	120.339153	50.064561
ENSMODG00000003112	3.466942	7.291446	3.693723	23.228211	9.689865	2.327433
ENSMODG00000003113	0.618376	2.662087	3.57694	2.31679	0.632483	0.277697
ENSMODG00000003114	4.080294	3.090217	0.273102	3.564991	5.072744	0.185962
ENSMODG00000003115	1.867474	3.370796	0.004004	3.372699	3.937819	4.131072
ENSMODG00000003116	0.0899	0.026777	0	0	0	0.067143
ENSMODG00000003118	4.077	30.804554	2.146988	10.478486	29.988995	2.361016
ENSMODG00000003119	128.415071	47.59388	34.103546	116.520703	222.257376	25.428319
ENSMODG00000003120	12.130447	9.372509	7.750188	12.473358	16.270244	5.763482
ENSMODG00000003121	15.547356	9.308825	5.645208	17.271383	41.469921	6.544823
ENSMODG00000003122	1.397593	16.463783	1.060706	5.55577	6.753189	0.048455
ENSMODG00000003124	19.480433	34.8186	24.951825	64.468098	27.141064	10.716541
ENSMODG00000003126	0.088957	1.317257	1.539135	14.452492	0.150376	31.738541
ENSMODG00000003127	17.419034	5.082568	3.739572	3.738152	5.584228	11.42021
ENSMODG00000003128	4.675199	3.003097	2.47592	15.827662	12.272198	1.719576
ENSMODG00000003130	0	0.093413	6.819295	2.088045	0.607979	0
ENSMODG00000003131	0.959021	2.19342	21.652518	2.476015	3.29786	0.238659
ENSMODG00000003133	343.787964	2935.79461	471.752259	1287.380143	975.774537	366.902136
ENSMODG00000003134	0	0.0182	0.006121	10.8045	15.846704	0
ENSMODG00000003135	9.266526	13.012124	6.393732	17.063059	46.575659	5.191008
ENSMODG00000003136	20.517026	2.526523	3.653111	2.684663	6.140717	11.364949
ENSMODG00000003137	0	0	0	0	0	0
ENSMODG00000003138	9.422821	17.442921	2.813678	6.741586	6.651786	6.171143
ENSMODG00000003139	0	0.057126	0	0	0	0
ENSMODG00000003140	2.062398	2.227527	2.40625	0.98442	1.267869	0.858524
ENSMODG00000003141	2.674104	9.430305	1.110339	4.291068	6.305786	1.340314
ENSMODG00000003142	0	0.283952	0	0	0	0
ENSMODG00000003143	2.163475	5.595181	38.301008	18.467828	11.300246	0.29679
ENSMODG00000003144	0	0	0	0	0.266479	0
ENSMODG00000003145	3.106323	10.243671	1.493014	8.140316	5.875959	1.194545
ENSMODG00000003146	35.932429	14.98286	10.419864	61.264997	80.720737	14.967405
ENSMODG00000003147	0.103182	0.338444	0.003541	0.613512	0.359724	1.128071
ENSMODG00000003148	2.374849	9.773805	1.947416	2.560678	2.532962	0.740398
ENSMODG00000003149	0	15.398574	0.011996	0	0	0
ENSMODG00000003150	8.10001	3.916853	2.947848	2.620683	3.39218	14.90353
ENSMODG00000003151	3.718521	7.913156	2.688556	3.824509	4.111907	1.466659
ENSMODG00000003152	17.834471	74.085416	12.331077	13.452971	29.053669	9.485461
ENSMODG00000003153	4.754066	4.355856	0.932839	11.383633	8.978732	1.631761
ENSMODG00000003156	0.148265	0.319734	1.299077	0.438123	0.236056	3.854645
ENSMODG00000003157	198.916165	68.793795	243.593204	191.494745	154.09292	72.705146
ENSMODG00000003159	1.592555	29.725375	0.62425	34.817807	16.338509	0.277632
ENSMODG00000003160	0.025856	0.062291	0	0	0.203415	0.039534
ENSMODG00000003162	0	0	0	0	0	0
ENSMODG00000003163	0	0	0	0	0	0
ENSMODG00000003164	1.166944	7.071198	0.428166	0.097765	0.09116	0.179104
ENSMODG00000003165	0.244533	1.536482	0.262358	2.671768	4.791622	0.025915
ENSMODG00000003166	2.422192	6.387159	0.977606	3.064412	3.306846	1.34721
ENSMODG00000003167	0.074646	0	0.028262	0	0	0
ENSMODG00000003168	196.318734	93.838583	9.668899	193.610355	272.491479	89.2955
ENSMODG00000003171	0	0	0	0	0	0
ENSMODG00000003175	0	0	0	1.46951	0.554894	0
ENSMODG00000003176	21.456633	0.222114	0	0	0	0
ENSMODG00000003178	1.592616	10.64529	0.852948	20.309636	26.489471	1.056885
ENSMODG00000003179	1.801371	3.156408	1.922232	2.798155	4.307963	0.989384
ENSMODG00000003181	4.556823	31.208399	3.197582	8.028574	16.439589	1.51681
ENSMODG00000003183	5.044763	14.225286	5.033177	14.409759	18.573528	3.032028
ENSMODG00000003185	0	0	0	0	0	0
ENSMODG00000003186	1.721165	3.084734	1.913222	10.332628	7.966279	0.527592
ENSMODG00000003187	10.723491	0.148272	0.004901	0.034803	0.113901	0
