Ens.ID	TPM.bones	TPM.brain	TPM.embryo	TPM.gill	TPM.kidney	TPM.heart	TPM.intestine	TPM.liver	TPM.muscle	TPM.ovary	TPM.testis
ENSAMXG00000004541	12.4417	10.0408	14.4577	0.472605	88.9554	0	0	0.104455	0	0.181728	0
ENSAMXG00000004542	18.9465	55.9802	84.2267	45.5401	24.7356	25.977	63.6654	25.1332	9.62591	20.2554	37.0542
ENSAMXG00000004543	9.42692	39.3089	0.915378	0.650927	1.1128	0.0935411	0.294139	0.965921	13.2347	1.02964	2.87809
ENSAMXG00000004544	1.59835	6.21449	1.77274	3.3064	2.64438	2.05606	2.96487	0.61724	0.474304	2.72019	1.59967
ENSAMXG00000004545	3359.23	2095.96	2586.05	5638.77	4117.18	3766.97	4050.1	1381.42	1765.53	5046.51	3670.13
ENSAMXG00000004546	0.71759	1.85568	1.28035	0.390532	0.454115	0.944451	0.435638	0.587065	0.16575	0.567603	0.836429
ENSAMXG00000004547	0.766298	5.83333	68.6196	0.289383	1.20226	0.543766	0.346181	1.42286	0.119424	3.21512	3.99196
ENSAMXG00000004548	1.02003	1.86913	1.67284	3.28868	4.23326	0.485619	4.40638	0.552372	0.453872	0.876159	0.793056
ENSAMXG00000004549	8.06029	41.1904	21.5565	23.0276	14.4416	11.0475	16.665	6.98665	2.72963	8.15608	6.80121
ENSAMXG00000004550	3.39966	3.21809	158.728	3.82163	4.13899	2.49638	0.340395	0.00653604	1.57972	4.07797	0.0381126
ENSAMXG00000004551	24.0633	228.188	31.9819	13.6259	10.5172	11.285	6.39276	52.8291	2.24814	20.5062	53.297
ENSAMXG00000004552	8.59372	0.682072	122.283	3.67755	234.23	0.189808	169.319	0.257532	0	14.4301	0.255792
ENSAMXG00000004553	5.12873	9.8142	17.681	15.9767	11.5898	5.07947	76.9445	8.96535	1.5194	12.1615	13.433
ENSAMXG00000004554	3.29986	7.76311	1.94985	8.81249	3.81576	2.6226	3.99465	59.0159	1.02159	24.0853	43.5056
ENSAMXG00000004555	4.00891	57.1925	15.2067	0.175792	0.0516461	0.0488307	0.0558028	6.44398	0.0618175	0.838528	8.6263
ENSAMXG00000004556	0	0.204455	0.216513	0	0	0	0.19725	2.14015	0.193779	0.578137	1.35346
ENSAMXG00000004557	3.28372	37.9808	12.6687	6.81813	5.16983	5.34823	5.4074	4.42707	2.08277	4.14749	5.03827
ENSAMXG00000004558	26.1166	72.8362	20.3827	40.0935	28.3475	32.7159	20.4302	27.1605	29.6216	24.5649	35.0424
ENSAMXG00000004559	3.02816	3.40316	3.71306	7.23674	9.7809	6.07828	10.9115	59.1743	1.11921	16.8128	47.3725
ENSAMXG00000004560	23.3868	55.6353	25.0166	37.7733	39.4788	32.2805	18.8041	134.058	14.1329	52.7398	81.934
ENSAMXG00000004561	6.83051	34.5654	39.5565	20.37	27.4018	10.0934	49.8863	4.86159	1.6607	6.76138	5.77061
ENSAMXG00000004562	3.87662	8.98897	10.5135	5.45293	6.21718	3.69385	5.95115	7.04378	2.05367	3.4298	12.4814
ENSAMXG00000004563	2.20638	18.0043	2.97269	5.22728	9.76696	3.5147	2.92754	3.17161	3.78774	6.44985	0.739835
ENSAMXG00000004564	5.74666	24.7788	53.3946	13.1603	32.1521	9.84248	30.6012	8.13238	6.26134	8.56686	9.74761
ENSAMXG00000004565	290.76	43.6705	108.522	50.0456	453.883	33.9941	198.867	0.527736	609.676	362.764	0.738038
ENSAMXG00000004566	4.36186	16.0869	6.54499	7.68113	4.75435	5.66911	4.70398	1.6229	1.61835	3.96485	5.18781
ENSAMXG00000004567	178.955	18.2712	42.387	142.211	88.1429	92.3635	87.3407	49.8137	266.477	94.6593	96.746
ENSAMXG00000004568	0	3.31645	0.203591	0	0.14164	0	0.0774294	0	0	0.0536775	0.0910406
ENSAMXG00000004569	51.1407	76.5843	186.92	68.3799	47.1162	54.2675	87.7788	58.4831	64.3416	46.4971	73.0663
ENSAMXG00000004570	18.5486	10.033	12.9806	57.0549	28.1521	23.1708	33.1303	3.47095	6.6388	36.8854	9.33865
ENSAMXG00000004571	2.09274	35.5817	3.88139	1.08045	5.72771	2.56839	0.378421	9.95123	0.0954852	3.69243	13.4087
ENSAMXG00000004572	18.125	67.308	58.9591	20.0395	18.1093	6.94366	88.6414	17.6766	4.38334	12.6446	33.3741
ENSAMXG00000004573	14.9529	18.3755	3.75059	5.18761	15.031	7.2445	4.22664	0.926596	5.04925	15.2398	3.17633
ENSAMXG00000004574	10.1744	59.019	9.82658	6.4069	40.496	5.83342	77.8046	14.7589	1.97048	7.39571	16.6088
ENSAMXG00000004575	1.44056	1.37905	0.375608	0.0569385	32.5716	0.110892	87.3181	7.11882	0.0466951	0.401297	7.22972
ENSAMXG00000004576	0.8693	5.24019	2.88009	0.781058	5.57384	0	0	10.9757	0	3.29569	18.1345
ENSAMXG00000004577	9.99689	63.3946	134.351	31.0015	22.6445	14.3169	28.0726	12.9907	2.86802	11.9037	15.4048
ENSAMXG00000004578	7.62094	33.5853	44.0322	17.9879	16.5755	13.4416	19.0175	11.3525	5.40634	11.877	19.5139
ENSAMXG00000004579	69.0835	205.327	119.839	140.694	109.901	52.5077	109.992	34.2671	28.4367	93.2579	38.9767
ENSAMXG00000004580	0	0	0.354637	0	0.0995563	0	0.0179398	1.07746	0.0529699	0.101375	1.28661
ENSAMXG00000004581	6.95958	17.3553	0.734806	8.46898	11.0834	4.39761	4.62536	14.0563	0.917236	5.78234	18.3958
ENSAMXG00000004582	1.73213	2.79939	6.1639	2.18155	2.05457	1.65264	2.40004	11.9639	0.94342	3.70189	14.5065
ENSAMXG00000004583	8.8683	28.5001	52.646	20.7341	34.3136	9.30673	62.9137	4.98591	1.52781	11.5268	11.9212
ENSAMXG00000004584	1.15996	2.42501	0.528941	1.58965	1.39349	0.807575	0.320999	3.91636	0.47436	1.56936	6.42595
ENSAMXG00000004585	1.39709	6.70961	24.0448	4.37128	3.24865	1.32229	3.10636	8.97435	0.370739	2.00292	7.35947
ENSAMXG00000004586	1.0421	0.273536	2.65319	1.28386	0.288686	0.984985	0.153238	0.0644923	0.0797512	0.782975	0.453748
ENSAMXG00000004587	85.0833	356.511	0.612238	366.503	7.56611	0.925941	0.174611	0.0984388	86.555	0.967861	0.650394
ENSAMXG00000004588	9.47065	21.1039	47.4826	13.764	12.7705	7.99787	8.83519	8.38607	1.2598	9.97118	10.5658
ENSAMXG00000004589	28.8267	70.9018	564.871	74.875	52.0674	32.2133	125.152	148.012	31.3134	50.3656	218.787
ENSAMXG00000004590	7.87051	24.8542	4.03199	9.02429	22.4371	5.28199	6.51502	3.87394	2.30388	9.6078	6.11859
ENSAMXG00000004591	3.93326	12.9838	56.2403	8.37462	7.65197	4.00118	8.341	17.439	1.11664	5.04084	24.0774
ENSAMXG00000004592	10.6218	20.8965	13.0198	11.4826	52.3012	9.35368	15.3412	4.05047	7.39409	8.61093	11.5111
ENSAMXG00000004593	3.13474	8.41025	22.9891	10.1529	11.7155	8.37255	8.14965	7.46143	2.85675	3.11591	11.3101
ENSAMXG00000004594	0.152133	0.138784	0.396773	0	0.123516	0.117147	0	0.201726	0.0493185	0.0470807	0.629939
ENSAMXG00000004595	6.35856	6.507	3.07908	14.1904	34.3495	9.35049	9.45247	7.13067	2.7191	7.58141	9.7344
ENSAMXG00000004596	47.6463	301.013	5.22788	10.8851	17.3141	27.78	3.23357	3.1681	6.76056	14.7992	3.28454
ENSAMXG00000004597	2.24517	18.1526	0.788838	12.7512	1.83876	1.0117	3.58128	0.774971	0.664154	1.49843	2.52335
ENSAMXG00000004598	5.96543	12.6658	10.329	11.7963	11.7531	5.74721	7.53416	6.43578	3.4706	8.16773	9.54581
ENSAMXG00000004599	0.0717099	0.295718	0.124935	0	0.174704	0	12.479	0.114063	0	0.0664866	0.223358
ENSAMXG00000004600	0.147281	0.753442	0.0958754	0.479749	0.0448164	0.0849001	0.0485411	0.0195189	0	0.0854933	0.0570233
ENSAMXG00000004601	3.91093	4.35984	14.8926	11.2803	5.06471	27.4118	6.54196	4.95969	1.14995	16.867	7.53511
ENSAMXG00000004602	10.7503	11.2266	0.323375	27.3018	1182.26	2.56066	19.1235	0.627082	0.690389	26.8727	0.853875
ENSAMXG00000004603	10.0398	33.5481	24.2626	22.0256	16.7784	10.027	12.367	6.66425	3.12987	10.7755	9.59298
ENSAMXG00000004604	11.6128	11.4412	69.0765	64.6999	16.0818	195.301	30.2966	30.6543	0.776647	64.5807	25.5806
ENSAMXG00000004605	18.6785	26.2633	15.2179	14.5157	10.9751	24.4263	1.97241	0.870288	23.2226	21.0966	4.12869
ENSAMXG00000004606	3.295	6.85755	3.50396	18.4294	7.59674	1.66052	4.97047	0.217216	0.404173	2.21942	1.57835
ENSAMXG00000004607	279.622	43.7606	0.88701	394.032	142.27	179.964	260.75	68.9811	29.2521	370.42	179.265
ENSAMXG00000004608	2.95646	13.1654	11.4239	9.68536	6.56253	5.36334	6.26287	2.93645	1.83255	4.75713	4.59016
ENSAMXG00000004609	5.01261	27.1684	14.1427	8.34788	8.23097	7.4562	5.77923	4.88527	4.4464	4.23972	7.74472
ENSAMXG00000004610	1.92515	8.53453	6.82958	5.21311	2.68182	2.47595	2.4605	2.91212	1.12394	2.17223	5.24081
ENSAMXG00000004611	14.4765	42.1179	77.4755	43.1745	26.4484	21.1632	20.0105	37.2373	6.64362	22.647	40.6508
ENSAMXG00000004612	0	0	0	0.788817	0	0.650641	1.8495	0.159356	0	0	0
ENSAMXG00000004613	0	0.36265	4.02585	0.299275	5.95609	0	215.346	23.7648	0	3.93464	27.9228
ENSAMXG00000004614	6.25758	92.9217	34.0856	6.25086	6.48459	7.54851	6.70572	5.77869	3.3637	1.91054	7.88869
ENSAMXG00000004615	5.39525	13.2714	14.3318	18.196	12.4823	10.0372	18.7489	20.9797	2.08254	11.9417	29.1836
ENSAMXG00000004616	0.587018	0.115578	7.31369	27.5007	19.0029	0	20.0047	0.511219	0.163317	2.09765	1.30825
ENSAMXG00000004617	3.526206	101.1906	1.968862	0.1101366	0.056654	0.0675086	0.061159	1.634785	0	0.1245268	3.030720109409
ENSAMXG00000004618	0.724805	0.30061	11.2117	44.6867	15.7699	1.41638	4.91819	1.51314	0.245006	14.0315	1.73242
ENSAMXG00000004619	0	0	0.0653669	0	0	0	0	0.894845	0	0	2.51292
ENSAMXG00000004620	19.7972	95.8717	111.003	48.2724	21.9026	27.5249	104.957	93.2403	8.95461	24.4703	131.922
ENSAMXG00000004621	2.59705	5.57476	9.47392	5.43528	74.8528	2.05868	29.2749	2.94397	1.18859	17.0432	5.73281
ENSAMXG00000004622	7.04084	30.0364	25.8592	16.2701	14.6074	12.8373	6.40395	16.2214	3.21667	11.2946	25.0827
ENSAMXG00000004623	15.6349	44.8011	15.3707	39.4571	27.5968	17.3264	35.705	22.7746	10.0145	16.544	24.4216
ENSAMXG00000004624	14.8024	198.054	7.42184	6.19659	11.0273	18.7341	1.09238	12.2992	6.49474	5.73067	11.3116
ENSAMXG00000004625	0.449729	1.3054	1.59738	4.45129	1.45429	0	0.798133	1.62205	0	15.0863	5.2133
ENSAMXG00000004626	3.45553	9.179	8.21712	12.1737	7.05505	6.92616	10.7329	11.6975	1.18611	6.86445	12.349
ENSAMXG00000004627	5.59894	31.329	1.42295	4.8239	9.80899	62.284	0.600683	1.68076	3.86954	1.32566	2.09453
ENSAMXG00000004628	535.635	11.4068	0.564104	49.5929	23.6828	228.114	1.31958	3.21692	1073.59	56.7764	3.75057
ENSAMXG00000004629	20.297	41.7479	0	11.9571	2.95898	8.55216	1.78239	0.827605	24.4968	21.5321	1.08298
ENSAMXG00000004630	10.4997	121.161	0	0.606298	0.621155	3.31715	0	9.29264	0.0993309	2.26418	8.45115
ENSAMXG00000004631	0.582553	2.91166	0	1.80342	0.568175	0.542611	14.4194	1.72856	1.70423	1703.78	1.73534
ENSAMXG00000004632	13.5428	9.09659	40.881	24.7007	31.4715	28.283	40.1707	21.1502	10.9197	18.9539	31.4664
ENSAMXG00000004633	6.06654	23.255	23.0826	0.623047	0.290858	0	1.44977	5.76419	0.371609	13.551	7.93316
ENSAMXG00000004634	7.3254	15.1394	5.34935	2.03351	5.14436	7.43591	1.53432	6.61842	3.79718	2.53016	11.6647
ENSAMXG00000004635	2.85768	3.28513	6.40893	5.7762	4.25896	4.62398	3.85781	9.92171	1.55579	4.59344	12.5772
ENSAMXG00000004636	0.258355	0.527458	0.0975262	0.46277	0.283496	0.461321	0.25668	1.88713	0.0855696	0.428433	3.25662
ENSAMXG00000004637	4.00034	4.40293	1.33128	2.68053	10.1756	4.97985	1.55886	1.66444	3.04386	5.16308	3.60592
ENSAMXG00000004638	7.42759	29.6028	26.2478	9.24476	12.2418	5.55697	7.26478	11.3344	7.26581	7.85864	15.9873
ENSAMXG00000004639	9.42347	3.02713	1.92423	1.83843	2.43143	3.9994	1.33902	0.317019	1.04437	2.15472	0.734651
ENSAMXG00000004640	0.968453	1.67219	3.15513	2.1198	1.52255	1.30126	11.3341	1.0767	0.388965	1.24243	2.04106
ENSAMXG00000004641	23.7368	7.82854	28.8341	20.9236	10.9403	40.1372	1.18631	5.35613	29.8664	90.6809	8.75408
ENSAMXG00000004642	15.4686	0.303988	2.97724	3.0158	0.080855	0	0.109081	0.127804	3.24907	0.189377	0.102647
ENSAMXG00000004643	4.96301	6.3329	3.93317	2.61643	10.6715	1.59543	3.98834	1.38511	4.63235	2.17628	2.60566
ENSAMXG00000004644	3.39351	11.2224	20.8067	7.15386	6.62463	4.66241	5.92156	22.3428	1.48377	7.91033	25.5047
ENSAMXG00000004645	10.1523	4.32213	45.1933	14.0178	8.95484	8.67494	4.03323	2.49614	6.6987	23.2453	5.92572
ENSAMXG00000004646	0.725917	0.91336	2.014	2.85043	0.819731	46.9489	0.36163	2.26128	1.41756	1.28514	3.65164
ENSAMXG00000004647	8.83298	3.69728	5.99302	25.6625	13.4066	3.96546	12.9785	2.34977	0.933279	6.36283	9.0241
ENSAMXG00000004648	9.21087	27.0198	12.3068	19.6449	26.5323	40.1533	22.7571	9.52366	9.74258	8.29115	13.7153
ENSAMXG00000004649	0.100794	0.137915	0.175246	0	0	0	0	0.187113	0	0.280741	0.626011
ENSAMXG00000004650	1.27478	3.11083	4.56958	3.04642	2.30343	1.97065	1.63801	7.15762	0.525895	3.62012	10.6654
ENSAMXG00000004651	2.54369	0.662778	0	6.37254	6.70226	0.882	1.11101	1.72437	0.507687	5.12233	6.92017
ENSAMXG00000004652	1.65299	3.30821	0.725501	4.60559	6.66334	9.09393	1.00346	1.5049	0.527617	4.37527	3.20377
ENSAMXG00000004653	11.4335	36.2929	21.8186	12.4899	8.89999	8.26125	7.11353	6.22518	3.82823	6.60484	10.3228
ENSAMXG00000004654	86.3412	7.69782	8.56926	20.3296	3.98524	11.0481	3.50301	1.6844	28.444	25.3527	2.03622
ENSAMXG00000004655	3.60665	2.08714	0.432889	9.20201	1.1765	79.1077	0.842122	0.394246	6.13591	21.2032	0.565237
ENSAMXG00000004656	5.67072	4.10214	17.6179	13.356	5.57827	20.4037	4.62393	1.90785	0.928192	7.74464	4.4851
ENSAMXG00000004657	10.3196	68.9273	21.9901	6.86288	5.6178	4.53177	2.58177	3.32286	3.46756	10.9177	6.39929
ENSAMXG00000004658	3.26871	5.47416	27.3185	4.88847	6.21102	4.16023	6.82935	6.0318	1.20867	3.33504	13.0712
ENSAMXG00000004659	21.3315	8.48898	54.62	80.2134	46.7838	67.6173	79.237	5.96626	5.69808	54.9855	12.5443
ENSAMXG00000004660	0.104004	0.28294	0.0643147	0.123061	0.0180807	0.0341585	0.0682865	0.547497	0.014429	0.0967546	0.47023
ENSAMXG00000004661	16.9014	46.9063	62.7597	41.424	39.2029	22.6717	54.8479	10.8212	9.63661	32.0199	13.8514
ENSAMXG00000004662	4.19079	2.12485	0.750648	6.29952	3.99842	2.99152	4.58687	1.398	2.89839	2.54828	5.86379
ENSAMXG00000004663	0	0	0.107185	0.438468	0.300025	0.0712211	0	0.212269	0	0.114267	1.245
ENSAMXG00000004664	4.76568	23.131	0.790043	0	0	0	0	0.136468	0.125662	0	0.404555
ENSAMXG00000004665	6.21299	23.3312	27.428	15.0878	9.10828	6.92984	9.46174	5.65131	2.20912	8.00263	12.685
ENSAMXG00000004666	50.0562	84.0178	16.3402	27.1031	6.85526	11.1514	9.07017	4.98939	24.5865	16.6626	14.8473
ENSAMXG00000004667	1.17556	5.61003	4.20221	4.98587	4.91848	0.994729	19.5389	30.4461	0	11.3715	21.9061
ENSAMXG00000004668	1.87425	6.08517	43.6626	6.74686	5.70709	5.13055	13.833	4.93633	2.1883	4.11506	10.1543
ENSAMXG00000004669	12.276	28.3038	62.0603	20.0768	19.2522	14.4728	33.4222	15.1413	8.72929	13.7997	23.9326
ENSAMXG00000004670	5.69715	19.5896	15.6054	14.8301	7.82999	7.66595	8.62472	4.30138	3.28256	7.34081	8.14433
ENSAMXG00000004671	6.93124	22.905	14.4605	15.6162	24.5712	36.8797	7.24148	2.90759	6.67222	4.30446	4.91949
ENSAMXG00000004672	3.42097	12.2006	6.04312	7.21758	5.90466	4.65692	4.64662	15.6034	1.2688	7.42694	19.5677
ENSAMXG00000004673	21.6245	1.43518	3.06274	17.6607	0	0	0	0.906147	0	0.446483	1.19981
ENSAMXG00000004674	7.50883	25.4097	28.1302	28.7547	17.7847	15.8988	26.3023	10.2755	2.20605	12.3413	8.34909
ENSAMXG00000004675	3.33474	14.475	8.99535	9.56271	6.03481	5.38335	6.20049	2.44276	2.49252	3.11886	3.40842
ENSAMXG00000004676	28.7073	0.324046	0.510659	22.3704	0.853623	0	0	9.52222	48.0223	5.5039	20.4004
ENSAMXG00000004677	4.76733	36.5468	16.435	9.86372	9.58886	6.57347	7.14907	8.60533	2.55697	5.57442	10.453
ENSAMXG00000004678	7.34492	23.817	2.66609	4.60208	2.27317	3.14704	2.53043	3.60912	3.61248	4.5676	8.12651
ENSAMXG00000004679	14.4452	35.3111	11.4375	41.7559	21.0761	3.20726	10.8196	26.6802	1.38951	8.01029	32.1577
ENSAMXG00000004680	5.86347	4.09704	0	18.1816	7.3303	2.39806	48.1593	0.465801	0.286167	4.80366	2.07699
ENSAMXG00000004681	17.9814	29.5715	75.1402	35.7896	30.9453	34.5805	20.0894	12.2822	17.8185	24.1726	17.9397
ENSAMXG00000004682	12.3358	52.2789	26.5389	15.8976	11.2581	23.6901	10.311	10.5159	3.49012	11.8407	13.281
ENSAMXG00000004683	1.27458	1.95124	59.6318	5.01073	3.57453	0.148594	20.8905	18.0962	1.24344	5.53632	22.4142
ENSAMXG00000004684	3.5648	6.76917	6.00443	33.8338	10.4343	1.49887	22.3673	10.913	0.556706	4.6739	17.7243
ENSAMXG00000004685	2.72642	12.6029	5.43952	7.4663	3.92117	3.69145	3.75843	7.49997	1.60325	3.24711	8.24327
ENSAMXG00000004686	0	0	0.830915	12.109	1.69795	0.594735	0	0.369509	0.214223	1.53024	0.799948
ENSAMXG00000004687	1.44923	11.2271	6.54389	2.84043	3.38683	1.276	1.84874	2.08271	0.672965	1.84855	2.76039
ENSAMXG00000004688	22.4578	13.3508	1.5943	18.9737	16.6366	12.4702	10.6191	9.36922	7.26289	33.814	5.15212
ENSAMXG00000004689	11.8288	55.535	12.9891	18.3621	3.5342	21.7349	2.1602	16.1592	13.6818	12.7617	13.0885
ENSAMXG00000004690	4.0389	59.466	1.30064	0.624308	0.559848	1.10447	1.14195	5.35811	0.197058	1.39746	8.50174
ENSAMXG00000004691	0	0.382871	0	0.0827066	0	0	0	0.258563	0.203398	0	0.271154
ENSAMXG00000004692	3.5753	2.7663	0.629418	4.27201	5.88969	3.35418	1.79741	2.08069	0.349413	1.48194	5.93509
ENSAMXG00000004693	6.46409	17.4675	58.5173	13.9029	17.4915	2.64924	22.8354	21.5907	0.833519	33.6209	28.0016
ENSAMXG00000004694	1.53619	10.1127	1.2679	0.158578	0.752958	0.983679	150.949	18.8775	0.931027	3.59388	25.4397
ENSAMXG00000004695	40.3253	344.514	53.8908	45.6412	79.164	24.063	89.7462	23.8112	6.64506	29.8613	34.4037
ENSAMXG00000004696	1.05716	4.41643	0.794512	1.08366	1.07566	0.533794	1.06228	0.62497	0.291407	0.640232	1.25902
ENSAMXG00000004697	3.96211	1.7452	0.488671	8.24425	6.64377	31.2907	2.52581	0.515256	2.01312	7.30146	1.09427
ENSAMXG00000004698	0.0452594	0	0.74719	0	0.22046	0	13.1351	2.96492	0.0880149	0.084068	4.42406
ENSAMXG00000004699	3.98648	13.797	18.4307	5.85853	3.66707	5.75635	6.89859	0.913926	3.00309	3.44718	2.78273
ENSAMXG00000004700	7.69098	93.9077	4.75619	7.33279	11.9103	3.56895	0.41338	5.51002	1.42231	2.32972	6.83875
ENSAMXG00000004701	4.63815	23.497	3.44449	3.44921	5.71076	12.1591	1.46264	0.62688	9.80753	1.77859	1.00986
ENSAMXG00000004702	4.28347	6.13249	71.2501	11.4244	9.65667	9.09718	15.1933	5.86727	4.98183	6.5181	11.977
ENSAMXG00000004703	2.76993	3.03202	0.481594	0.477806	0.245332	4.47898	0.299149	0.0934922	0.930596	0.163653	0.195493
ENSAMXG00000004704	8.06701	21.0442	2.2165	2.76893	0.867303	1.08981	0.372014	12.6217	0.371796	0.488733	12.178
ENSAMXG00000004705	17.5296	18.0021	4.92522	3.65809	0.605392	0	2.54544	0.626778	0	1.45411	1.49604
ENSAMXG00000004706	1.67436	6.75291	3.47576	2.44067	3.07269	1.98279	3.83419	3.12385	0.65527	1.18047	7.21795
ENSAMXG00000004707	6.36794	18.3572	27.4185	13.0607	8.23582	6.2459	7.94494	5.13686	2.37021	5.87746	10.239
ENSAMXG00000004708	52.633	594.959222168	16.00677	5.177473	2.812826	17.4128	1.213640432985	1.204466	12.03405	1.006502	2.84199
ENSAMXG00000004709	0.240269	2.47082	56.2912	0	0	0	0	0.191125	0	0.167201	0.326877
ENSAMXG00000004710	5.2595	16.6874	1.31847	7.95111	4.67411	4.7601	3.0594	1.01812	0.96218	3.64417	2.94332
ENSAMXG00000004711	2.23316	3.10054	8.00182	6.25556	2.51162	6.2285	3.86452	2.82164	2.91736	2.99591	4.16002
ENSAMXG00000004712	8.94767	26.6449	33.9373	19.6741	21.0528	16.1507	33.5863	12.8498	6.17831	11.9903	14.1548
ENSAMXG00000004713	2.43811	17.6369	3.7411	5.15989	3.05744	3.48607	3.29592	3.35091	1.04157	2.18407	4.70146
ENSAMXG00000004714	8.33919	27.7968	18.5958	16.2632	20.6989	7.15388	22.8415	14.7197	2.24566	12.0263	18.3473
ENSAMXG00000004715	1.92859	0.669989	0.211067	1.43537	6.17234	0.842449	0.0802416	3.95954	0.470239	1.28162	12.006
ENSAMXG00000004716	24.2863	13.5908	54.2079	29.384	33.7768	96.5186	10.6689	6.5511	20.0546	31.8187	8.39789
ENSAMXG00000004717	0.399816	1.64357	19.6256	2.23613	0.486946	0.132044	3.50859	49.4046	0.166684	11.7673	38.7919
ENSAMXG00000004718	3.86628	7.55222	7.43975	23.0574	9.02414	3.9177	21.314	1.70912	0.76084	4.70195	3.07116
ENSAMXG00000004719	0	0	0.053457	1.38498	0.0748174	0	0	0.048862	0.239057	2.84952	0
ENSAMXG00000004720	1.37662	0.434918	0.506435	4.2076	2.90171	1.65165	1330.71	0.575674	0.720962	17.6938	1.06912
ENSAMXG00000004721	9.05024	7.31368	6.2007	4.59148	312.96	3.15424	6.05681	2.13424	0.0882456	24.6563	2.35583
ENSAMXG00000004722	4.82664	8.21786	68.3987	16.0832	10.1192	6.73728	27.3067	22.0446	3.42166	8.75132	32.0266
ENSAMXG00000004723	62.9611	502.504	3.41726	32.2449	82.5201	1.09341	0.406101	1.04561	2.51415	0.761747	1.78114
ENSAMXG00000004724	0.206708	3.60714	3.86396	1.40965	0.503479	0.179088	2.96772	2.35715	0.201039	0.407783	2.16683
ENSAMXG00000004725	4.16263	38.097	8.07508	8.8312	2.99408	3.62857	4.94598	6.83245	1.30494	3.4546	8.85648
ENSAMXG00000004726	0.0563269	0.0377025	0.0720564	0.296219	0.0674249	0.0321349	0.0911279	0.14692	0.0272051	0.0514907	0.514276
ENSAMXG00000004727	1.0258	0.802679	0.213736	0.653178	9.72506	1.00404	13.5047	0.329568	0.734221	0.531724	0.972454
ENSAMXG00000004728	6.03564	21.1174	7.73313	16.378	8.46926	16.8788	5.49004	23.7703	5.94225	15.7931	19.7631
ENSAMXG00000004729	2.04128	11.3901	4.65465	3.62276	2.175	1.85467	2.96052	1.22947	0.864779	1.59987	1.78884
ENSAMXG00000004730	15.3636	6.61252	1.2892	13.2757	33.3267	87.2346	12.2872	1.32674	10.6799	35.1115	5.63045
ENSAMXG00000004731	4.65379	24.811	10.8779	7.58152	5.66521	3.28442	7.74973	2.30489	1.20963	2.98347	5.27588
ENSAMXG00000004732	46.5432	17.89	34.5551	6.22862	23.8269	111.503	3.38026	6.21485	77.7344	9.96324	6.04611
ENSAMXG00000004733	4.27357	7.36615	8.82941	16.2787	9.19536	6.31913	9.46474	3.86275	2.70262	4.81794	4.40744
ENSAMXG00000004734	58.5419	22.536	0.28984	0.118698	0	0	0	0.487239	0	0.155195	1.39668
ENSAMXG00000004735	39.425	104.417	65.1444	70.1116	66.9397	50.7742	43.0425	35.2435	24.3415	50.5624	51.2084
ENSAMXG00000004736	5.89741	5.13507	0.138245	12.7418	8.82958	3.15149	7.51769	0.655444	1.70359	4.2363	3.86426
ENSAMXG00000004737	2.3075	3.86646	1.13471	2.37417	47.8749	1.35664	1.37814	0.81987	0.338646	4.26637	2.46505
ENSAMXG00000004738	11.7733	10.377	1.08564	18.034	15.6918	5.16274	13.2885	1.45009	2.5708	8.64492	14.0065
ENSAMXG00000004739	0.229381	0.530418	0.636422	10.1852	1.06119	0.211268	0.165986	0.146063	0.0668547	158.256	0.159654
ENSAMXG00000004740	1.41602	5.12632	2.69578	5.35246	3.21781	2.32541	10.1402	5.19625	0.486734	2.4917	8.14414
ENSAMXG00000004741	53.2469	195.43	501.404	131.35	99.7888	93.8362	163.207	179.14	32.9229	60.3468	249.216
ENSAMXG00000004742	6.18682	0.299572	2.31639	1.11612	0	0	0	0.0416563	0.0610412	0	0.19453
ENSAMXG00000004743	32.7985	11.9992	2.40482	17.2834	8.59736	6.58057	5.97958	2.20382	15.1115	13.4421	5.59893
ENSAMXG00000004744	0.73173	3.66242	1.3771	4.90368	0.340317	0.885886	2.18494	0	0.146472	0.418991	1.36822
ENSAMXG00000004745	3.87296	39.3797	2.89384	6.44165	4.07512	23.9911	2.02763	0.289375	0.83084	2.69617	0.844421
ENSAMXG00000004746	3.09553	4.28546	3.86067	8.7501	3.44098	3.0312	4.29079	1.27392	0.810315	2.50763	3.19995
ENSAMXG00000004747	4.83614	16.3618	12.2945	8.93001	7.16846	8.10157	8.57721	6.29602	2.59161	5.02512	7.68511
ENSAMXG00000004748	2.12662	1.40696	9.70724	23.6259	52.2455	0.228823	32.3766	2.62716	0.335705	1.94536	5.37009
ENSAMXG00000004749	7.03389	3.37519	1.44266	19.3941	7.45857	4.55339	8.95048	1.45896	1.85321	4.11423	3.01326
ENSAMXG00000004750	0.297687	3.81683	10.472	0.453698	5.26795	0.0490732	0.168768	8.13531	0	1.63606	10.4112
ENSAMXG00000004751	1.61282	1.00848	13.7239	14.989	5.90414	0.21016	1.44152	6.58912	1.75137	2.31082	8.35746
ENSAMXG00000004752	3.59951	12.4166	12.4839	7.90403	6.94157	7.22955	8.9002	3.64287	2.69419	4.26404	5.99657
ENSAMXG00000004753	9.04003	35.0068	19.1071	16.4148	3.79915	22.5748	2.58166	11.7562	5.00661	32.6201	16.1764
