Ohno1	Ohno2	Symbol1	Symbol2	Og weighted global mean	Self weighted global mean	Outgroup Support	Duplication time	Gene type
ENSORLG00000006975	ENSORLG00000004897	stim2b	STIM2 (1 to many)	1.10118605354908e-93	0.000789457161093771	6	FishWGD	protein_coding
ENSORLG00000019090	ENSORLG00000000376	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	3.13554265585417e-05	1	FishWGD	protein_coding
ENSORLG00000005987	ENSORLG00000000453	ampd2b	ampd2a	2.17553925085151e-27	8.37569754612564e-24	4	FishWGD	protein_coding
ENSORLG00000017282	ENSORLG00000006723	prr12b	prr12a	7.33973610333558e-35	5.5150849469022e-20	5	FishWGD	protein_coding
ENSORLG00000013074	ENSORLG00000016717	PRTFDC1 (1 to many)	prtfdc1	5.41431005062232e-48	1.96334343679704e-21	6	FishWGD	protein_coding
ENSORLG00000016106	ENSORLG00000006380	lhfpl5a	lhfpl5b	2.32172505014489e-72	6.48723382761944e-18	7	FishWGD	protein_coding
ENSORLG00000015995	ENSORLG00000016087	FAM180A (1 to many)	FAM180A (1 to many)	6.57406026341898e-56	3.08279835316435e-16	6	FishWGD	protein_coding
ENSORLG00000016602	ENSORLG00000003734	NFIX (1 to many)	NFIX (1 to many)	1.11135154996194e-11	5.16304025482204e-10	6	FishWGD	protein_coding
ENSORLG00000007871	ENSORLG00000001443	prkcdb	prkcda	1.85180893268895e-132	4.62638984727498e-08	7	FishWGD	protein_coding
ENSORLG00000001850	ENSORLG00000008345	RAB39B (1 to many)	RAB39B (1 to many)	4.58655298278816e-23	0.0818190808017791	6	FishWGD	protein_coding
ENSORLG00000005010	ENSORLG00000003469	gfra1b	GFRA1 (1 to many)	4.66547172846123e-150	2.1467391210009e-06	7	FishWGD	protein_coding
ENSORLG00000000355	ENSORLG00000006126	ahcyl1 (1 to many)	ahcyl1 (1 to many)	3.9342752180565e-63	5.7046769809935e-21	6	FishWGD	protein_coding
ENSORLG00000000256	ENSORLG00000006549	zgc:123295 (1 to many)	si:dkey-32n7.7	6.64966567278396e-130	2.53038205778767e-29	6	FishWGD	protein_coding
ENSORLG00000018961	ENSORLG00000019378	crygmxl1	ENSORLG00000019378	0.0117794049433155	0.000215590255319374	5	FishWGD	protein_coding
ENSORLG00000015091	ENSORLG00000009823	NETO2 (1 to many)	neto2b	5.47337004910755e-57	7.37807881919595e-12	7	FishWGD	protein_coding
ENSORLG00000010674	ENSORLG00000015796	bcr	si:dkey-91m11.5 (1 to many)	3.68338742999087e-105	1.71705808897182e-17	7	FishWGD	protein_coding
ENSORLG00000004238	ENSORLG00000000805	lrrc8aa	lrrc8ab	9.45337113674967e-133	8.73450634581418e-28	6	FishWGD	protein_coding
ENSORLG00000006338	ENSORLG00000009249	sftpbb	sftpba	1.29973781436205e-34	6.88768694004417e-27	5	FishWGD	protein_coding
ENSORLG00000001529	ENSORLG00000002302	mfge8b	mfge8a	2.14445280359897e-142	3.48122878695681e-29	7	FishWGD	protein_coding
ENSORLG00000012577	ENSORLG00000006369	ENO2 (1 to many)	eno2	1.57077634675292e-14	3.84847094064971e-13	7	FishWGD	protein_coding
ENSORLG00000016893	ENSORLG00000017871	RYR3 (1 to many)	ryr3	4.24806824033953e-100	7.06364900020043e-20	7	FishWGD	protein_coding
ENSORLG00000008631	ENSORLG00000019263	dgat1b	dgat1a	2.39374864896016e-73	5.12093665676252e-23	1	FishWGD	protein_coding
ENSORLG00000002380	ENSORLG00000006110	slkb	slka	2.60822554903342e-105	1.51765149203597e-11	7	FishWGD	protein_coding
ENSORLG00000016428	ENSORLG00000014464	CEL (1 to many)	CEL (1 to many)	7.11219238188647e-44	5.26729028982235e-07	7	FishWGD	protein_coding
ENSORLG00000015830	ENSORLG00000015738	tigarb	tigara	2.97598978863312e-190	7.88579077919593e-34	7	FishWGD	protein_coding
ENSORLG00000016821	ENSORLG00000014375	chchd4	zgc:101803	4.45474882130606e-82	5.09747737853703e-10	4	FishWGD	protein_coding
ENSORLG00000005357	ENSORLG00000015611	epha6	EPHA6 (1 to many)	1.23668210414312e-08	5.39883705024889e-06	5	FishWGD	protein_coding
ENSORLG00000008481	ENSORLG00000000252	zgc:165423	zgc:123295 (1 to many)	1.20062184263923e-71	9.55385713370657e-06	4	FishWGD	protein_coding
ENSORLG00000007315	ENSORLG00000011558	ENSORLG00000007315	ENSORLG00000011558	2.99009497233879e-08	1.82788232788849e-07	2	FishWGD	protein_coding
ENSORLG00000001636	ENSORLG00000002417	rims2b	rims2a	4.86998776793913e-122	4.49800348672902e-22	6	Clupeocephala	protein_coding
ENSORLG00000012839	ENSORLG00000002876	zgc:92749	elovl6l	7.1988373390896e-21	2.39587141751604e-16	2	FishWGD	protein_coding
ENSORLG00000012925	ENSORLG00000009513	abi1a	abi1b	2.65873734100632e-92	5.24484161859482e-29	7	FishWGD	protein_coding
ENSORLG00000002316	ENSORLG00000006034	neurl1aa	NEURL1 (1 to many)	7.84563344555615e-58	7.03012271011192e-09	7	FishWGD	protein_coding
ENSORLG00000017763	ENSORLG00000012736	PKN3 (1 to many)	pkn3	4.99562818141171e-121	5.66323174835816e-14	7	FishWGD	protein_coding
ENSORLG00000012714	ENSORLG00000009184	grin2aa	grin2ab	3.35577317838482e-94	5.8623547109964e-14	6	FishWGD	protein_coding
ENSORLG00000009790	ENSORLG00000005725	dhx32a	dhx32b	4.62871077796644e-107	7.9078357163046e-16	7	FishWGD	protein_coding
ENSORLG00000013708	ENSORLG00000014574	micall1a	MICALL1 (1 to many)	5.63628132502936e-19	5.40439822402518e-13	7	FishWGD	protein_coding
ENSORLG00000009520	ENSORLG00000008220	ar	AR (1 to many)	3.50417221396188e-76	6.95724701379031e-12	6	FishWGD	protein_coding
ENSORLG00000020623	ENSORLG00000000357	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000014274	ENSORLG00000010409	slc1a7b	slc1a7a	1.22433090419222e-94	7.96004086758784e-14	7	FishWGD	protein_coding
ENSORLG00000018115	ENSORLG00000013516	tspearb	tspeara	1.05020836635289e-22	1.97797765335927e-11	6	FishWGD	protein_coding
ENSORLG00000004762	ENSORLG00000011642	dusp7 (1 to many)	dusp7 (1 to many)	4.12233605745956e-74	3.89044759643965e-14	7	FishWGD	protein_coding
ENSORLG00000020898	ENSORLG00000011694	TMEM63B (1 to many)	TMEM63B (1 to many)	2.77958784509216e-24	0.00177824268653202	6	FishWGD	protein_coding
ENSORLG00000009669	ENSORLG00000005619	fam53b	FAM53B (1 to many)	3.47156972742848e-139	6.65302023792817e-23	7	FishWGD	protein_coding
ENSORLG00000008481	ENSORLG00000001166	zgc:165423	zgc:100868 (1 to many)	2.12659324037964e-25	0.007962980758107	4	FishWGD	protein_coding
ENSORLG00000010436	ENSORLG00000011708	SLC9A3R2 (1 to many)	SLC9A3R2 (1 to many)	5.05491024779034e-74	1.4144475160598e-18	6	FishWGD	protein_coding
ENSORLG00000013462	ENSORLG00000015125	TRAF3IP2 (1 to many)	TRAF3IP2 (1 to many)	4.21747306870297e-19	0.000320398070580898	7	FishWGD	protein_coding
ENSORLG00000004813	ENSORLG00000001445	akt3a	akt3b	4.33100113863204e-49	2.01824968215504e-08	7	FishWGD	protein_coding
ENSORLG00000009062	ENSORLG00000015031	si:dkey-211g8.6	ENSORLG00000015031	2.95355117446917e-40	7.46000586502295e-20	6	FishWGD	protein_coding
ENSORLG00000017659	ENSORLG00000003626	olfm1a	olfm1b	4.29682031482945e-119	1.88151261157037e-16	6	FishWGD	protein_coding
ENSORLG00000016880	ENSORLG00000002736	fap	dpp4	1.2364894244053e-126	4.88939783024074e-24	7	FishWGD	protein_coding
ENSORLG00000000756	ENSORLG00000000474	slc8a2b	slc8a2a	1.44066092135732e-36	2.76992199627878e-13	6	FishWGD	protein_coding
ENSORLG00000018182	ENSORLG00000016020	serpina10a	si:ch1073-416d2.3	1.29522030875299e-124	8.32596184855072e-32	4	FishWGD	protein_coding
ENSORLG00000002782	ENSORLG00000016891	gcga	gcgb	2.58371908390058e-121	4.29626285130676e-24	6	FishWGD	protein_coding
ENSORLG00000007429	ENSORLG00000017743	ENSORLG00000007429	si:ch211-266o15.1	1.10145261191499e-47	0.00496358842782721	6	FishWGD	protein_coding
ENSORLG00000006456	ENSORLG00000002200	ENSORLG00000006456	prelid1b	0.00285817868997652	4.51836467075358e-06	2	FishWGD	protein_coding
ENSORLG00000010411	ENSORLG00000008455	pdgfaa	pdgfab	3.89052835096467e-60	3.65490547705107e-14	6	FishWGD	protein_coding
ENSORLG00000019041	ENSORLG00000000381	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	3.13554265585417e-05	1	FishWGD	protein_coding
ENSORLG00000000455	ENSORLG00000009675	cgnb	cgna	3.28726887181918e-183	4.21345976257368e-35	6	FishWGD	protein_coding
ENSORLG00000017422	ENSORLG00000009936	shank3b	shank3a	1.46966373106889e-74	2.28010045916508e-20	5	FishWGD	protein_coding
ENSORLG00000011460	ENSORLG00000014752	cnr1	CNR1 (1 to many)	2.25804334110932e-78	9.63254519092414e-14	7	FishWGD	protein_coding
ENSORLG00000012433	ENSORLG00000006847	gpd1a	gpd1b	2.74846396870337e-90	4.72817958187886e-22	7	FishWGD	protein_coding
ENSORLG00000020922	ENSORLG00000021085	ENSORLG00000020922	ENSORLG00000021085	2.8089121575532e-09	4.90172956539745e-05	3	FishWGD	miRNA
ENSORLG00000005253	ENSORLG00000015445	clk4a	clk4b	1.33687568974043e-121	1.30523813909824e-25	6	FishWGD	protein_coding
ENSORLG00000020615	ENSORLG00000000389	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000010753	ENSORLG00000000376	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	0.00661544793624531	1	FishWGD	protein_coding
ENSORLG00000010749	ENSORLG00000000366	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	0.00664820564601513	1	FishWGD	protein_coding
ENSORLG00000012632	ENSORLG00000008151	CDH7 (1 to many)	cdh7	2.69971623295943e-49	9.86776221440759e-20	7	FishWGD	protein_coding
ENSORLG00000003751	ENSORLG00000009972	tmpob	tmpoa	4.12380719969778e-73	7.016933918795e-23	7	FishWGD	protein_coding
ENSORLG00000012357	ENSORLG00000009791	si:ch211-11i22.4	depdc7	8.68050962994387e-111	1.85890542302735e-15	7	FishWGD	protein_coding
ENSORLG00000017654	ENSORLG00000009438	lrfn5a	lrfn5b	1.56690889971011e-119	4.11932739878403e-23	6	FishWGD	protein_coding
ENSORLG00000008329	ENSORLG00000006867	si:ch211-240b21.5	cmklr1	4.32933006961089e-97	3.71699751847255e-24	5	FishWGD	protein_coding
ENSORLG00000020302	ENSORLG00000008734	antxr1c	antxr1d	4.93268628634382e-102	3.99729081919923e-12	7	FishWGD	protein_coding
ENSORLG00000004208	ENSORLG00000014851	rgs7bpa	rgs7bpb	1.16808662223601e-67	1.52695836584773e-19	6	FishWGD	protein_coding
ENSORLG00000016655	ENSORLG00000015323	lima1a	LIMA1 (1 to many)	2.285682442286e-69	3.42834110457694e-15	6	FishWGD	protein_coding
ENSORLG00000018145	ENSORLG00000012076	kcnk3b	kcnk3a	4.80725287927025e-79	2.16485385434161e-21	5	FishWGD	protein_coding
ENSORLG00000012649	ENSORLG00000001273	nid1a	nid1b	1.90712104870329e-73	1.94870321462734e-07	7	FishWGD	protein_coding
ENSORLG00000020623	ENSORLG00000000381	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000016021	ENSORLG00000014905	PRMT8 (1 to many)	prmt8b	2.45814677151359e-128	4.42130533166923e-15	7	FishWGD	protein_coding
ENSORLG00000001549	ENSORLG00000001788	slc9a6a	slc9a6b	2.14455568004855e-78	2.62430468230163e-16	7	FishWGD	protein_coding
ENSORLG00000015199	ENSORLG00000004741	UNC13A (1 to many)	si:dkey-110c1.7	1.25555498177389e-66	4.90401281553576e-16	7	FishWGD	protein_coding
ENSORLG00000020634	ENSORLG00000000381	nitr17	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000006794	ENSORLG00000014817	ptprsa	PTPRS (1 to many)	1.31915810828568e-101	2.33785508843868e-20	7	FishWGD	protein_coding
ENSORLG00000006235	ENSORLG00000000228	taok2b	TAOK2 (1 to many)	9.53177711848959e-44	2.19058143524357e-15	3	FishWGD	protein_coding
ENSORLG00000003679	ENSORLG00000012725	si:zfos-1011f11.2	ildr2	6.19360212092245e-58	1.41510912024972e-26	7	FishWGD	protein_coding
ENSORLG00000013659	ENSORLG00000010628	ENSORLG00000013659	chia.3	8.04495180685675e-40	1.47684778251055e-23	7	FishWGD	protein_coding
ENSORLG00000011752	ENSORLG00000001143	CHST13 (1 to many)	si:ch211-236h17.3	9.78379938516644e-37	1.95279048293105e-09	6	FishWGD	protein_coding
ENSORLG00000001680	ENSORLG00000016157	bin1b	bin1a	4.04887581891119e-98	5.76411911138858e-25	6	FishWGD	protein_coding
ENSORLG00000001800	ENSORLG00000018881	itga11a	itga11b	3.14985082630213e-134	1.72800032531107e-21	6	FishWGD	protein_coding
ENSORLG00000005049	ENSORLG00000020045	grid1a	grid1b	1.53318237301316e-49	6.23721389671611e-14	1	FishWGD	protein_coding
ENSORLG00000005080	ENSORLG00000013764	RPL5 (1 to many)	RPL5 (1 to many)	2.55794631887699e-163	3.53085319434871e-14	7	FishWGD	protein_coding
ENSORLG00000010173	ENSORLG00000003382	pnpla8	PNPLA8 (1 to many)	7.4424407865208e-70	4.81830745458126e-24	7	FishWGD	protein_coding
ENSORLG00000001158	ENSORLG00000006660	TRIM35 (1 to many)	trim35-13	0.0195109050758767	0.036206362306892	3	FishWGD	protein_coding
ENSORLG00000018968	ENSORLG00000019353	crygm6 (1 to many)	ENSORLG00000019353	7.56240244204454e-34	1.22459998236326e-10	5	FishWGD	protein_coding
ENSORLG00000017948	ENSORLG00000018168	ahsa1b	ahsa1a	3.96641606406127e-102	1.14358808997763e-17	7	FishWGD	protein_coding
ENSORLG00000018856	ENSORLG00000012826	ENSORLG00000018856	ENSORLG00000012826	4.76233847955931e-12	0.00623861894883454	5	FishWGD	protein_coding
ENSORLG00000009502	ENSORLG00000008584	dusp13a	DUSP13 (1 to many)	6.42748735219235e-72	1.01824731722336e-10	6	FishWGD	protein_coding
ENSORLG00000002691	ENSORLG00000003008	pabpc1a	pabpc1b	1.53544001786395e-152	5.35007877900015e-32	6	FishWGD	protein_coding
ENSORLG00000007469	ENSORLG00000019295	dkk3a	dkk3b	5.46371445697559e-131	8.17721397980847e-19	7	FishWGD	protein_coding
ENSORLG00000006745	ENSORLG00000003596	vapb	VAPB (1 to many)	1.79278566138419e-95	3.60601367698009e-19	7	FishWGD	protein_coding
ENSORLG00000017082	ENSORLG00000018030	ENSORLG00000017082	ENSORLG00000018030	8.97860457145968e-29	4.95095956508676e-15	2	FishWGD	protein_coding
ENSORLG00000005833	ENSORLG00000001317	SOWAHA (1 to many)	sowahaa	4.02262874434183e-80	2.290974654782e-14	6	FishWGD	protein_coding
ENSORLG00000000922	ENSORLG00000008146	tesca	tescb	5.13937043549004e-153	1.30334461920414e-20	6	FishWGD	protein_coding
ENSORLG00000003841	ENSORLG00000014150	cabp2a	cabp2b	3.20461839596097e-32	1.46239571059661e-10	7	FishWGD	protein_coding
ENSORLG00000003308	ENSORLG00000010060	CNTN1 (1 to many)	cntn1b	4.58594724713368e-106	4.94061058965174e-24	7	FishWGD	protein_coding
ENSORLG00000003663	ENSORLG00000005572	ABHD5 (1 to many)	abhd5b	9.56813899047753e-55	2.53843320269752e-11	6	FishWGD	protein_coding
ENSORLG00000017169	ENSORLG00000012874	adcy1b	adcy1a	1.05864383856846e-25	8.69605163138483e-29	6	FishWGD	protein_coding
ENSORLG00000017929	ENSORLG00000002786	PVRL4 (1 to many)	pvrl4	1.36932813168063e-05	0.0694184295214906	4	FishWGD	protein_coding
ENSORLG00000005156	ENSORLG00000009266	si:zfos-433a6.1 (1 to many)	si:zfos-433a6.1 (1 to many)	1.85409225791545e-39	4.05897177932895e-13	6	FishWGD	protein_coding
ENSORLG00000004577	ENSORLG00000011408	FBXL3 (1 to many)	FBXL3 (1 to many)	4.78558067096681e-64	1.43114825435159e-07	6	FishWGD	protein_coding
ENSORLG00000010067	ENSORLG00000004097	ROBO2 (1 to many)	robo2	1.48783991252574e-27	1.73496069262766e-15	6	FishWGD	protein_coding
ENSORLG00000017292	ENSORLG00000014940	HTR1B (1 to many)	htr1b	1.69848131621326e-40	7.32767923697383e-13	5	FishWGD	protein_coding
ENSORLG00000017571	ENSORLG00000005510	cx28.6	cx30.9	5.11655754479863e-87	3.19597906302875e-07	6	FishWGD	protein_coding
ENSORLG00000002552	ENSORLG00000015556	ZNF703 (1 to many)	znf703	3.40730336419147e-25	3.60096856471234e-16	6	FishWGD	protein_coding
ENSORLG00000007004	ENSORLG00000014859	tecra	tecrb	1.24527559002576e-104	1.25314545514294e-34	5	FishWGD	protein_coding
ENSORLG00000005884	ENSORLG00000008993	ptk2ba	ptk2bb	3.99504628039931e-40	9.97755094755869e-12	6	FishWGD	protein_coding
ENSORLG00000000151	ENSORLG00000015157	glsa	glsb	1.44962475183161e-33	2.13637840705097e-20	1	FishWGD	protein_coding
ENSORLG00000008477	ENSORLG00000016630	itm2ca	itm2cb	1.83919185894069e-95	1.36629820455157e-08	6	FishWGD	protein_coding
ENSORLG00000010753	ENSORLG00000000366	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	0.00661544793624531	1	FishWGD	protein_coding
ENSORLG00000000795	ENSORLG00000019850	si:dkey-186o21.1	si:ch211-89f7.1	2.33751093139681e-84	2.48008497653165e-09	6	FishWGD	protein_coding
ENSORLG00000015882	ENSORLG00000009243	si:ch211-165b10.3	flj13639	5.37122605983484e-25	5.7009931781418e-09	2	FishWGD	protein_coding
ENSORLG00000008508	ENSORLG00000005330	tcf12	TCF12 (1 to many)	2.84529360116629e-112	2.75986543120978e-17	6	FishWGD	protein_coding
ENSORLG00000016631	ENSORLG00000015292	pip4k2ca	pip4k2cb	2.71136012297862e-97	3.35896775293758e-25	5	FishWGD	protein_coding
ENSORLG00000005521	ENSORLG00000007930	MAST3 (1 to many)	mast3b	1.44557172730236e-105	3.36100413382456e-23	6	FishWGD	protein_coding
ENSORLG00000009133	ENSORLG00000011931	furina	furinb	5.29830580279952e-151	1.03266029092033e-22	7	FishWGD	protein_coding
ENSORLG00000017528	ENSORLG00000005390	atp5g3a	atp5g3b	9.22245784826491e-78	7.01622869582893e-20	6	FishWGD	protein_coding
ENSORLG00000004138	ENSORLG00000016605	NTNG2 (1 to many)	ntng2b	2.04620540160037e-79	6.73752744278295e-10	7	FishWGD	protein_coding
ENSORLG00000008503	ENSORLG00000006816	crh	crha	5.44661852879911e-58	6.7810695196896e-12	7	FishWGD	protein_coding
ENSORLG00000007872	ENSORLG00000004642	mpp6a	mpp6b	9.77224486193969e-177	9.65789875639362e-34	7	FishWGD	protein_coding
ENSORLG00000003461	ENSORLG00000010097	rhot1b	rhot1a	2.66590586401412e-75	4.7298445479142e-16	7	FishWGD	protein_coding
ENSORLG00000012526	ENSORLG00000005406	ankib1a	ankib1b	3.95824487977636e-66	0.00021156586907215	7	Vertebrata	protein_coding
ENSORLG00000000539	ENSORLG00000000374	zgc:113149	zgc:153990	1.02665300971357e-17	2.93698675133957e-16	3	FishWGD	protein_coding
ENSORLG00000005751	ENSORLG00000002120	TCEB2 (1 to many)	tceb2	6.72888442957177e-44	1.47909982936836e-14	4	FishWGD	protein_coding
ENSORLG00000020617	ENSORLG00000000357	nitr9	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000003516	ENSORLG00000014299	camkva	CAMKV (1 to many)	4.3267070417235e-38	0.145298185551622	5	FishWGD	protein_coding
ENSORLG00000001401	ENSORLG00000010844	fam83fa	fam83fb	5.93629924951831e-60	6.69581389492744e-11	6	FishWGD	protein_coding
ENSORLG00000014422	ENSORLG00000001841	col18a1	si:dkey-257h21.1	1.00315740902976e-74	2.78794977403185e-26	7	FishWGD	protein_coding
ENSORLG00000012395	ENSORLG00000007964	tspan3b	tspan3a	2.36626402986957e-191	2.60871905218248e-32	7	FishWGD	protein_coding
ENSORLG00000007102	ENSORLG00000013330	gsk3aa	gsk3ab	8.96784903303652e-67	5.77299959570854e-29	5	FishWGD	protein_coding
ENSORLG00000010349	ENSORLG00000007600	nfat5a	nfat5b	7.9721709998058e-128	1.54453157652973e-20	5	FishWGD	protein_coding
ENSORLG00000018320	ENSORLG00000015054	slc7a10b	slc7a10a	4.01612647653568e-58	5.22412710857815e-16	7	FishWGD	protein_coding
ENSORLG00000002066	ENSORLG00000010520	tmem168b	tmem168a	2.86376769409961e-131	8.74040919425626e-37	7	FishWGD	protein_coding
ENSORLG00000001302	ENSORLG00000006351	zgc:100868 (1 to many)	zgc:123217	1.02810986361486e-129	1.32514459349046e-21	6	FishWGD	protein_coding
ENSORLG00000013936	ENSORLG00000005123	zgc:110158	ssbp4	1.03440161118854e-06	1.85139627530807e-08	4	FishWGD	protein_coding
ENSORLG00000020629	ENSORLG00000000389	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000018371	ENSORLG00000014704	prkab1a	prkab1b	1.69153064234202e-71	1.0469367443599e-13	6	FishWGD	protein_coding
ENSORLG00000000485	ENSORLG00000009792	efna3a	efna3b	3.58822630809823e-172	9.00188183813329e-35	5	FishWGD	protein_coding
ENSORLG00000000356	ENSORLG00000016748	lamb1a	lamb1b	1.84377367374586e-111	2.74624436944552e-18	7	FishWGD	protein_coding
ENSORLG00000011092	ENSORLG00000012952	XKR5 (1 to many)	xkr5	6.32793560313189e-29	2.36588598963229e-12	6	FishWGD	protein_coding
ENSORLG00000020625	ENSORLG00000000389	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000007703	ENSORLG00000005020	zmp:0000000768	gb:cr929477	1.64414176265956e-50	5.51841398909095e-31	5	FishWGD	protein_coding
ENSORLG00000009027	ENSORLG00000002399	vstm4a	vstm4b	2.0499349691586e-117	2.31718849765481e-12	6	FishWGD	protein_coding
ENSORLG00000003151	ENSORLG00000004734	stoml3a	stoml3b	1.0518583306501e-136	4.23433381453468e-29	6	FishWGD	protein_coding
ENSORLG00000002840	ENSORLG00000002565	b3gnt2a	b3gnt2b	3.00961357292626e-96	4.65621201786266e-06	7	FishWGD	protein_coding
ENSORLG00000002334	ENSORLG00000018299	st14a	st14b	1.27529677943232e-47	0.0085456878443086	5	FishWGD	protein_coding
ENSORLG00000016293	ENSORLG00000019768	pfkfb1	PFKFB1 (1 to many)	3.02909374144284e-18	0.0214318624854908	6	FishWGD	protein_coding
ENSORLG00000019083	ENSORLG00000000389	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	3.13554265585417e-05	1	FishWGD	protein_coding
ENSORLG00000018033	ENSORLG00000017447	ENSORLG00000018033	kcnh5a	1.5194576010619e-38	1.89303017043814e-11	2	FishWGD	protein_coding
ENSORLG00000006091	ENSORLG00000014377	GPR78 (1 to many)	gpr78a	6.10330284863238e-51	5.50286028293149e-06	4	FishWGD	protein_coding
ENSORLG00000008481	ENSORLG00000001213	zgc:165423	zgc:100868 (1 to many)	2.12659324037964e-25	0.007962980758107	4	FishWGD	protein_coding
ENSORLG00000003792	ENSORLG00000012842	golt1ba	golt1bb	1.0771600616347e-62	5.36695146688485e-21	6	FishWGD	protein_coding
ENSORLG00000019083	ENSORLG00000000366	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	3.13554265585417e-05	1	FishWGD	protein_coding
ENSORLG00000017371	ENSORLG00000003719	SLC16A6 (1 to many)	slc16a6a	2.19530779598596e-45	1.02934234349794e-10	7	FishWGD	protein_coding
ENSORLG00000010342	ENSORLG00000002366	klf7b	klf7a	3.45367863333729e-96	1.47388143913223e-20	6	FishWGD	protein_coding
ENSORLG00000000626	ENSORLG00000004691	cd82a	cd82b	1.54414286265362e-139	1.65247520243993e-27	7	FishWGD	protein_coding
ENSORLG00000012272	ENSORLG00000007786	tln2a	TLN2 (1 to many)	8.84028581399398e-109	6.46109445950098e-20	7	FishWGD	protein_coding
ENSORLG00000007115	ENSORLG00000005163	lgi1a	lgi1b	1.35693997340767e-128	3.96843510670003e-07	7	FishWGD	protein_coding
ENSORLG00000006333	ENSORLG00000006468	syt7a	syt7b	3.01687586419566e-58	1.02623610493432e-17	6	FishWGD	protein_coding
ENSORLG00000010783	ENSORLG00000000392	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	0.00661544793624531	1	FishWGD	protein_coding
ENSORLG00000010935	ENSORLG00000009878	dag1	DAG1 (1 to many)	3.05280977560437e-54	1.12433594742657e-15	6	FishWGD	protein_coding
ENSORLG00000018227	ENSORLG00000000357	nitr12 (1 to many)	nitr13 (1 to many)	0.000174825286255175	0.028610386804084	1	FishWGD	protein_coding
ENSORLG00000003020	ENSORLG00000005248	gb	ENSORLG00000005248	2.48561147882579e-26	1.07630074135972e-17	2	FishWGD	protein_coding
ENSORLG00000007041	ENSORLG00000014782	asf1ba	ASF1B (1 to many)	4.02791846988992e-58	1.89188761972005e-22	5	FishWGD	protein_coding
ENSORLG00000008039	ENSORLG00000010437	eng2b (1 to many)	en2	8.333632724405e-16	2.66912361739934e-07	6	FishWGD	protein_coding
ENSORLG00000008208	ENSORLG00000014219	si:ch211-206a7.2	si:dkey-11f5.5	3.82832189283462e-96	1.19599011861785e-21	6	FishWGD	protein_coding
ENSORLG00000014840	ENSORLG00000009190	syncripl	syncrip	2.26208720492572e-121	1.13856755662547e-29	6	FishWGD	protein_coding
ENSORLG00000018955	ENSORLG00000019372	ENSORLG00000018955	ENSORLG00000019372	0.0117794049433155	0.000215590255319374	5	FishWGD	protein_coding
ENSORLG00000005937	ENSORLG00000011683	necap1	NECAP1 (1 to many)	4.3035995420519e-18	6.36813298308114e-14	6	FishWGD	protein_coding
ENSORLG00000002809	ENSORLG00000016849	slc4a10a	SLC4A10 (1 to many)	1.09422057228897e-110	1.21857764175582e-22	7	FishWGD	protein_coding
ENSORLG00000020620	ENSORLG00000000392	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000005188	ENSORLG00000003593	tardbpl	tardbp	3.9051017111854e-107	3.30597284846795e-25	7	FishWGD	protein_coding
ENSORLG00000009926	ENSORLG00000000568	snx27b	snx27a	6.83344889107568e-195	4.7364395600418e-34	7	FishWGD	protein_coding
ENSORLG00000009139	ENSORLG00000006877	rtn2b	rtn2a	1.95085388454598e-27	8.39088256614334e-26	4	FishWGD	protein_coding
ENSORLG00000012495	ENSORLG00000011175	elmsan1a	elmsan1b	1.2408554257061e-183	5.71565020416076e-27	6	FishWGD	protein_coding
ENSORLG00000004015	ENSORLG00000009332	cdk17 (1 to many)	cdk17 (1 to many)	3.6738218594785e-63	2.74429795623405e-20	7	FishWGD	protein_coding
ENSORLG00000016679	ENSORLG00000001129	PLXNA1 (1 to many)	plxna1a	3.14472402601984e-43	1.29243625325251e-11	7	FishWGD	protein_coding
ENSORLG00000000239	ENSORLG00000019499	c6ast3	ASTL (1 to many)	3.02019837807148e-05	5.86629325373049e-06	1	FishWGD	protein_coding
