Ohno1	Ohno2	Symbol1	Symbol2	Og weighted global mean	Self weighted global mean	Outgroup Support	Duplication time	Gene type
ENSDARG00000042021	ENSDARG00000006409	mapk12a	mapk12b	5.66315296402798e-74	6.61610673185737e-21	5	FishWGD	protein_coding
ENSDARG00000088505	ENSDARG00000091799	fam217b	FAM217B (1 to many)	6.14150731391238e-58	0.00676601938700871	7	FishWGD	protein_coding
ENSDARG00000077608	ENSDARG00000078448	gpr137bb	GPR137B (1 to many)	7.3952833505572e-67	4.40630776269972e-07	7	FishWGD	protein_coding
ENSDARG00000055999	ENSDARG00000025071	BRD8 (1 to many)	brd8	3.88701352683816e-100	5.54608264573571e-19	7	FishWGD	protein_coding
ENSDARG00000027564	ENSDARG00000052405	CABZ01052588.1	pak6b	2.35820395879436e-12	2.08868163288682e-10	5	Euteleostomi	protein_coding
ENSDARG00000044261	ENSDARG00000026979	si:ch211-243g18.2	krt1-c5	9.19759961306392e-26	9.52319303534539e-24	2	FishWGD	protein_coding
ENSDARG00000061479	ENSDARG00000090496	thsd7aa	thsd7ab	2.50268498129521e-65	4.53626961038378e-19	6	FishWGD	protein_coding
ENSDARG00000088682	ENSDARG00000014624	si:dkey-192d15.3	si:dkeyp-94g1.1	0.016066630541743	1.59622586732738e-10	1	FishWGD	protein_coding
ENSDARG00000055752	ENSDARG00000087753	npas4a	npas4b	6.38787561663514e-54	0.00049765059406461	6	FishWGD	protein_coding
ENSDARG00000105226	ENSDARG00000088453	or109-2	or111-7	2.69937983947662e-28	4.93120645767108e-14	2	FishWGD	protein_coding
ENSDARG00000040374	ENSDARG00000087285	tmem182a	tmem182b	2.40661625486322e-42	3.33141897950533e-14	6	FishWGD	protein_coding
ENSDARG00000010791	ENSDARG00000020219	dla	dld	5.49109985893672e-18	1.11000830850084e-07	6	FishWGD	protein_coding
ENSDARG00000011934	ENSDARG00000059391	gyg1a	gyg1b	1.76064813757636e-92	5.35380850054472e-14	7	FishWGD	protein_coding
ENSDARG00000062156	ENSDARG00000071095	abi3bpa	abi3bpb	1.45057554134438e-14	0.00828228420670124	6	FishWGD	protein_coding
ENSDARG00000007959	ENSDARG00000102906	hibadhb	hibadha	4.81210125912362e-202	1.05656868743281e-35	7	FishWGD	protein_coding
ENSDARG00000028943	ENSDARG00000087260	mtss1la	MTSS1L (1 to many)	2.05179085790092e-134	4.41679396216842e-13	7	FishWGD	protein_coding
ENSDARG00000008946	ENSDARG00000099190	ccdc127b	CCDC127 (1 to many)	1.39761603205155e-12	7.43938523560738e-09	5	FishWGD	protein_coding
ENSDARG00000097901	ENSDARG00000058535	si:ch73-90p23.1	si:dkey-211g8.7	6.97739270491594e-31	9.33775305158065e-12	6	FishWGD	protein_coding
ENSDARG00000054420	ENSDARG00000007480	rpe65c	rpe65a	5.56705057074426e-107	1.90249328692484e-24	7	FishWGD	protein_coding
ENSDARG00000088959	ENSDARG00000036546	pdxka	pdxkb	1.49175347924226e-33	9.54403043621025e-05	6	FishWGD	protein_coding
ENSDARG00000036593	ENSDARG00000046010	kdm2ba	kdm2bb	3.53047036268428e-168	1.03482409853124e-25	7	FishWGD	protein_coding
ENSDARG00000055346	ENSDARG00000105247	si:dkey-83f18.2	CR391991.5	0.016066630541743	1.74859599008832e-10	1	FishWGD	protein_coding
ENSDARG00000026634	ENSDARG00000068157	ehmt1b	ehmt1a	5.53787505430642e-94	1.46546720200289e-16	6	FishWGD	protein_coding
ENSDARG00000075962	ENSDARG00000057107	vav3b	VAV3 (1 to many)	4.40785043815328e-67	2.23516016931171e-20	6	FishWGD	protein_coding
ENSDARG00000090170	ENSDARG00000103207	rab11fip4a	rab11fip4b	1.85039554429769e-68	3.33009090946599e-19	7	FishWGD	protein_coding
ENSDARG00000027907	ENSDARG00000053940	CR318603.2	btr32	8.73498858252331e-05	0.251072478394799	6	FishWGD	protein_coding
ENSDARG00000071347	ENSDARG00000069249	aftphb	aftpha	2.32578639248155e-51	0.100583936459748	7	FishWGD	protein_coding
ENSDARG00000055332	ENSDARG00000104302	si:dkey-28d5.11	CR391991.3	0.016066630541743	1.90799766237165e-10	1	FishWGD	protein_coding
ENSDARG00000099817	ENSDARG00000025340	tusc2a	tusc2b	1.77035427639013e-49	0.287929144857391	7	FishWGD	protein_coding
ENSDARG00000025601	ENSDARG00000055730	TRIM35 (1 to many)	trim35-29	0.00125485582270242	0.0131295646121462	2	FishWGD	protein_coding
ENSDARG00000089562	ENSDARG00000099487	BX957322.1	si:ch73-233f7.7	2.28987975590205e-55	2.71509072569719e-12	5	FishWGD	protein_coding
ENSDARG00000056600	ENSDARG00000071021	papss2b	papss2a	1.80812811741013e-52	1.40572078274715e-11	6	FishWGD	protein_coding
ENSDARG00000025505	ENSDARG00000104302	si:ch73-335d12.2	CR391991.3	0.016066630541743	1.97849395118896e-10	1	FishWGD	protein_coding
ENSDARG00000105201	ENSDARG00000053724	adcyap1r1a	adcyap1r1b	5.16400057072181e-12	4.91898666841954e-13	5	FishWGD	protein_coding
ENSDARG00000075634	ENSDARG00000104302	si:ch211-225k7.4	CR391991.3	0.016066630541743	1.48439735856504e-10	1	FishWGD	protein_coding
ENSDARG00000001971	ENSDARG00000087198	cthrc1b	cthrc1a	7.57454443410999e-54	2.40994625321427e-10	7	FishWGD	protein_coding
ENSDARG00000096027	ENSDARG00000069206	taar20f	taar15	2.0181736654529e-08	1.26847580446342e-12	4	FishWGD	protein_coding
ENSDARG00000042368	ENSDARG00000015016	kif26aa	kif26ab	1.63788576715031e-105	8.5244677002897e-22	6	FishWGD	protein_coding
ENSDARG00000007149	ENSDARG00000015025	nadl1.2	nadl1.1	4.86870629905808e-29	4.5315727517339e-11	6	FishWGD	protein_coding
ENSDARG00000103193	ENSDARG00000052255	TRIM35 (1 to many)	trim35-3	7.49445728177829e-13	8.42639803218318e-09	2	FishWGD	protein_coding
ENSDARG00000003994	ENSDARG00000029239	syt9a	syt9b	5.89891116492753e-52	2.92052581562515e-16	7	FishWGD	protein_coding
ENSDARG00000094131	ENSDARG00000034707	ftr19	ftr85	0.00103520303761834	1.84118277040782e-07	2	Clupeocephala	protein_coding
ENSDARG00000089124	ENSDARG00000045142	si:ch211-5k11.2	hbz	9.48650806342413e-23	1.75731544731228e-22	1	FishWGD	protein_coding
ENSDARG00000004748	ENSDARG00000046140	zgc:100868	zgc:112038	1.32934126073397e-47	0.00121180374927521	5	FishWGD	protein_coding
ENSDARG00000052905	ENSDARG00000056773	zgc:165423	zgc:163079	7.29004197604003e-52	2.59215256595738e-05	5	FishWGD	protein_coding
ENSDARG00000089958	ENSDARG00000102866	si:dkey-88n24.9	CR391991.1	0.016066630541743	2.06424867516124e-10	1	FishWGD	protein_coding
ENSDARG00000041581	ENSDARG00000012887	znf143b	znf143a	6.89265475171964e-42	1.06652429716091e-06	7	FishWGD	protein_coding
ENSDARG00000019660	ENSDARG00000032820	rxfp2b	rxfp2a	2.06012726440213e-45	8.00053106695041e-13	5	FishWGD	protein_coding
ENSDARG00000005948	ENSDARG00000093668	ankmy2a	ankmy2b	7.4940014213914e-26	0.000194169941104425	7	FishWGD	protein_coding
ENSDARG00000092603	ENSDARG00000069206	si:dkey-181m19.17	taar15	2.0181736654529e-08	1.23265775604593e-12	4	FishWGD	protein_coding
ENSDARG00000014803	ENSDARG00000032929	cryba1l2	cryba1l1	3.42978293491571e-11	0.000531313854730212	2	Younger	protein_coding
ENSDARG00000058690	ENSDARG00000055607	cgnb	cgna	3.28726887181918e-183	4.21345976257368e-35	6	FishWGD	protein_coding
ENSDARG00000000631	ENSDARG00000000183	ptpn4a	ptpn4b	7.23860793754128e-33	0.000811947203564513	7	FishWGD	protein_coding
ENSDARG00000089223	ENSDARG00000088708	ngfrb	ngfra	4.10247346965848e-157	2.01799635728745e-35	7	FishWGD	protein_coding
ENSDARG00000088937	ENSDARG00000088137	ADGRG2 (1 to many)	ADGRG2 (1 to many)	1.15752923551628e-36	0.00184325715396002	6	FishWGD	protein_coding
ENSDARG00000056773	ENSDARG00000052064	zgc:163079	si:dkeyp-93a5.2	6.32297987600136e-18	0.0120998971613816	4	FishWGD	protein_coding
ENSDARG00000093183	ENSDARG00000092581	or125-7	or126-3	7.5246176862469e-24	1.21543731788141e-11	2	FishWGD	protein_coding
ENSDARG00000003068	ENSDARG00000101928	gorasp1a	gorasp1b	1.60204000519335e-33	8.6878294640888e-11	6	FishWGD	protein_coding
ENSDARG00000037266	ENSDARG00000012311	myoz2b	myoz2a	1.56912174289792e-46	4.08696473151588e-06	7	FishWGD	protein_coding
ENSDARG00000033446	ENSDARG00000036787	si:dkey-57h18.2	abcb3l1	0.000323628816717779	0.299501104479644	5	FishWGD	protein_coding
ENSDARG00000025206	ENSDARG00000014169	syt2a	SYT2 (1 to many)	1.11836448823476e-87	1.34193276292758e-34	6	FishWGD	protein_coding
ENSDARG00000078012	ENSDARG00000091083	zgc:162060	si:ch211-195j11.27	0.016066630541743	1.69301842623807e-10	1	FishWGD	protein_coding
ENSDARG00000071658	ENSDARG00000067626	ywhag2	ywhag1	1.01899346371603e-23	0.0401957312936856	7	FishWGD	protein_coding
ENSDARG00000094903	ENSDARG00000101193	si:ch211-231i17.4	BX855614.2	1.11938826027165e-09	1.99051715909482e-12	4	FishWGD	protein_coding
ENSDARG00000019179	ENSDARG00000099406	lrit1a	lrit1b	2.36930566535895e-198	1.62687726982492e-35	6	FishWGD	protein_coding
ENSDARG00000062744	ENSDARG00000086819	scn1lab	scn1a	8.15837184926782e-193	4.1482613814672e-32	7	FishWGD	protein_coding
ENSDARG00000010155	ENSDARG00000062991	abi1a	abi1b	2.65873734100632e-92	5.24484161859482e-29	7	FishWGD	protein_coding
ENSDARG00000015901	ENSDARG00000101947	ptbp2b	ptbp2a	5.78141050709606e-61	1.04503372812165e-12	7	FishWGD	protein_coding
ENSDARG00000087049	ENSDARG00000069206	taar20b1	taar15	2.0181736654529e-08	1.00128643659534e-12	4	FishWGD	protein_coding
ENSDARG00000014875	ENSDARG00000058207	abi2b	abi2a	1.15301356459084e-117	2.41911285973422e-21	7	FishWGD	protein_coding
ENSDARG00000038894	ENSDARG00000088466	tmx3	TMX3 (1 to many)	4.13571201031894e-55	1.15370971785737e-21	6	FishWGD	protein_coding
ENSDARG00000018743	ENSDARG00000040274	scamp5a	scamp5b	8.43098983215246e-160	5.2211794310623e-23	6	FishWGD	protein_coding
ENSDARG00000100272	ENSDARG00000086383	or109-3	or111-8	2.69937983947662e-28	3.93589631357037e-14	2	FishWGD	protein_coding
ENSDARG00000076186	ENSDARG00000079371	lrrc3cb	lrrc3ca	8.29340084319346e-56	6.49401153788142e-11	5	FishWGD	protein_coding
ENSDARG00000041389	ENSDARG00000102866	si:dkey-81n2.1	CR391991.1	0.016066630541743	1.5160658393559e-10	1	FishWGD	protein_coding
ENSDARG00000021352	ENSDARG00000032714	gria1a	gria1b	2.72590445015017e-98	3.01990865753921e-10	7	FishWGD	protein_coding
ENSDARG00000095481	ENSDARG00000014624	si:dkey-28d5.8	si:dkeyp-94g1.1	0.016066630541743	1.99322437309673e-10	1	FishWGD	protein_coding
ENSDARG00000014825	ENSDARG00000036698	ZNF865 (1 to many)	znf865	4.00292493921439e-22	4.22889830209522e-14	3	FishWGD	protein_coding
ENSDARG00000089958	ENSDARG00000104524	si:dkey-88n24.9	CR391991.4	0.016066630541743	2.11603243936168e-10	1	FishWGD	protein_coding
ENSDARG00000093909	ENSDARG00000105247	si:dkey-83f18.15	CR391991.5	0.016066630541743	2.56114971057218e-10	1	FishWGD	protein_coding
ENSDARG00000090431	ENSDARG00000034707	ftr04	ftr85	0.00103520303761834	4.65972972894083e-07	2	Clupeocephala	protein_coding
ENSDARG00000060962	ENSDARG00000096304	CT030144.1	btr31	0.000145232028127962	0.284854193291856	5	FishWGD	protein_coding
ENSDARG00000034895	ENSDARG00000041502	tgfb1b	tgfb1a	1.77665403484417e-06	2.91039911044979e-11	4	FishWGD	protein_coding
ENSDARG00000059231	ENSDARG00000026403	hephl1a	hephl1b	1.79141070767619e-51	0.00011583541834675	6	FishWGD	protein_coding
ENSDARG00000101588	ENSDARG00000092238	or109-13	or111-9	2.69937983947662e-28	3.80156729875519e-14	2	FishWGD	protein_coding
ENSDARG00000102291	ENSDARG00000030053	eef1da	eef1db	3.79967067424343e-21	1.10669343050744e-12	6	FishWGD	protein_coding
ENSDARG00000070287	ENSDARG00000105345	zgc:173552	zgc:173552	4.88836992635671e-06	0.0932409474849828	1	Danio rerio	protein_coding
ENSDARG00000010420	ENSDARG00000032849	ndrg1b	ndrg1a	4.01563936857514e-142	9.49311421189645e-25	7	FishWGD	protein_coding
ENSDARG00000063444	ENSDARG00000052905	si:dkey-32n7.7	zgc:165423	6.95337734260232e-79	7.71348500175649e-08	5	FishWGD	protein_coding
ENSDARG00000070537	ENSDARG00000033234	stmn2b	stmn2a	1.75046456358538e-87	4.36397549557768e-15	6	Younger	protein_coding
ENSDARG00000088682	ENSDARG00000105247	si:dkey-192d15.3	CR391991.5	0.016066630541743	1.54096019679416e-10	1	FishWGD	protein_coding
ENSDARG00000070543	ENSDARG00000034493	grin2ab	grin2aa	3.35577317838482e-94	5.8623547109964e-14	6	FishWGD	protein_coding
ENSDARG00000043141	ENSDARG00000032838	si:ch211-132f19.7	si:dkey-206f10.1	2.6220972158324e-13	1.78145212990509e-09	1	FishWGD	protein_coding
ENSDARG00000007654	ENSDARG00000038991	nsfa	nsfb	1.43678677962809e-126	1.68808850241617e-17	7	FishWGD	protein_coding
ENSDARG00000079636	ENSDARG00000100439	fam177a1	FAM177A1 (1 to many)	2.43562673496658e-117	1.30693215286191e-26	7	FishWGD	protein_coding
ENSDARG00000086034	ENSDARG00000069767	pvrl1b	pvrl1a	4.80794781710404e-135	7.78570592541077e-25	7	FishWGD	protein_coding
ENSDARG00000045540	ENSDARG00000069654	ppp6r2a	ppp6r2b	8.08237357647352e-113	7.36853251743786e-15	7	FishWGD	protein_coding
ENSDARG00000079653	ENSDARG00000006501	cyp2x6	cyp2x10.2	2.08879318934315e-10	1.16171724200338e-09	1	FishWGD	protein_coding
ENSDARG00000054942	ENSDARG00000038153	lgals2a	lgals2b	2.59288544045754e-57	6.8936988726225e-10	6	FishWGD	protein_coding
ENSDARG00000104930	ENSDARG00000105475	si:dkey-225f23.5	si:dkey-9a6.4	0.00016616033116247	1.4877446998378e-07	3	FishWGD	protein_coding
ENSDARG00000036086	ENSDARG00000007950	itga11a	itga11b	3.14985082630213e-134	1.72800032531107e-21	7	FishWGD	protein_coding
ENSDARG00000095326	ENSDARG00000102866	si:dkey-88n24.3	CR391991.1	0.016066630541743	1.9544076989891e-10	1	FishWGD	protein_coding
ENSDARG00000045633	ENSDARG00000045863	asb15a	asb15b	2.44272184468293e-75	1.49494057774145e-12	7	FishWGD	protein_coding
ENSDARG00000102026	ENSDARG00000017311	gpsm2l	gpsm2	1.17714574767993e-78	1.63435661546535e-20	6	Vertebrata	protein_coding
ENSDARG00000100250	ENSDARG00000034707	ftr41	ftr85	0.000837619309482746	0.275620515066527	2	Clupeocephala	protein_coding
ENSDARG00000061769	ENSDARG00000045632	bmp10	BMP10 (1 to many)	6.21668788205484e-61	4.3588418792614e-26	7	FishWGD	protein_coding
ENSDARG00000070025	ENSDARG00000079850	dchs1a	dchs1b	9.54572138139149e-96	1.7152602360028e-34	7	FishWGD	protein_coding
ENSDARG00000043821	ENSDARG00000073857	klf7b	klf7a	3.45367863333729e-96	1.47388143913223e-20	5	FishWGD	protein_coding
ENSDARG00000006220	ENSDARG00000097231	ugt1a1	ugt1b2	1.89026152037987e-56	0.000815908520463349	5	FishWGD	protein_coding
ENSDARG00000018476	ENSDARG00000068177	pak2b	pak2a	3.65056225657819e-05	0.0717724755673797	5	Clupeocephala	protein_coding
ENSDARG00000053370	ENSDARG00000097988	eif3jb	EIF3J (1 to many)	8.8798161142879e-52	1.00082863083997e-09	6	FishWGD	protein_coding
ENSDARG00000104254	ENSDARG00000101095	cpne4b	cpne4a	4.54427814775567e-47	3.55770068987839e-11	6	FishWGD	protein_coding
ENSDARG00000077136	ENSDARG00000103510	si:dkey-28d5.14	CR391991.2	0.016066630541743	2.32089093321842e-10	1	FishWGD	protein_coding
ENSDARG00000062900	ENSDARG00000062450	RNF115 (1 to many)	rnf115	7.94205647722558e-32	1.53034911942792e-19	5	FishWGD	protein_coding
ENSDARG00000093909	ENSDARG00000103510	si:dkey-83f18.15	CR391991.2	0.016066630541743	2.46749429481935e-10	1	FishWGD	protein_coding
ENSDARG00000059348	ENSDARG00000069246	rxfp3.3b	rxfp3.3a3	8.29065254275702e-23	1.04031416818067e-08	2	FishWGD	protein_coding
ENSDARG00000013752	ENSDARG00000029995	tnni2a.3	tnni2b.2	1.85091364699042e-40	1.77783573974881e-09	6	FishWGD	protein_coding
ENSDARG00000077861	ENSDARG00000079125	sowahaa	sowahab	7.68752601168682e-68	9.11180687695089e-09	6	FishWGD	protein_coding
ENSDARG00000105115	ENSDARG00000008329	ASIC1 (1 to many)	asic1a	1.07449690918524e-64	1.56739401726718e-07	5	Vertebrata	protein_coding
ENSDARG00000078363	ENSDARG00000102050	mcoln3a	MCOLN3 (1 to many)	1.26774228435565e-70	9.40811277122796e-21	7	FishWGD	protein_coding
ENSDARG00000030155	ENSDARG00000058237	ssbp3b	ssbp3a	4.89777569689554e-44	3.08372807277887e-05	6	FishWGD	protein_coding
ENSDARG00000078525	ENSDARG00000077726	NOCT (1 to many)	nocta	8.15852426263351e-76	0.000222805258430976	7	Younger	protein_coding
ENSDARG00000060322	ENSDARG00000002293	zgc:153654	si:ch211-197g15.9	6.37307232084797e-06	2.03133387424257e-06	4	FishWGD	protein_coding
ENSDARG00000037905	ENSDARG00000006923	cacna1aa	cacna1ab	6.3429180069251e-11	0.0600315403917339	6	FishWGD	protein_coding
ENSDARG00000058254	ENSDARG00000013051	si:ch211-213d14.1	zgc:158412	5.6163879514176e-27	1.1057929540728e-08	4	FishWGD	protein_coding
ENSDARG00000023082	ENSDARG00000036840	krt1-19d	krt15	7.1568793372977e-141	6.91949364330361e-06	7	FishWGD	protein_coding
ENSDARG00000104618	ENSDARG00000090720	grem1b	grem1a	1.88847285647255e-36	3.90906657312305e-10	7	FishWGD	protein_coding
ENSDARG00000013134	ENSDARG00000021345	CABZ01071407.1	prph2l	4.105913837035e-46	8.85184996337585e-25	2	FishWGD	protein_coding
ENSDARG00000025024	ENSDARG00000024189	pnoca	pnocb	1.52209025154404e-28	3.38578122813701e-12	7	FishWGD	protein_coding
ENSDARG00000042780	ENSDARG00000075016	apoba	apobb.2	5.67495332038399e-55	8.06581969901322e-10	5	FishWGD	protein_coding
ENSDARG00000009941	ENSDARG00000076014	erc1a	ERC1 (1 to many)	2.79518915670689e-117	2.92488909696276e-28	7	FishWGD	protein_coding
ENSDARG00000073856	ENSDARG00000062401	ZNF319 (1 to many)	znf319	8.70677514786193e-57	4.82813353005936e-14	6	FishWGD	protein_coding
ENSDARG00000080694	ENSDARG00000091065	SNORA5	SNORA5	5.52897240461689e-39	0.000259677117978772	7	Younger	snoRNA
ENSDARG00000093909	ENSDARG00000014624	si:dkey-83f18.15	si:dkeyp-94g1.1	0.016066630541743	2.65300390407127e-10	1	FishWGD	protein_coding
ENSDARG00000098563	ENSDARG00000092238	or109-1	or111-9	2.69937983947662e-28	6.65511311665571e-14	2	FishWGD	protein_coding
ENSDARG00000100269	ENSDARG00000041019	or109-7	or111-11	2.69937983947662e-28	1.17243513644435e-13	2	FishWGD	protein_coding
ENSDARG00000079653	ENSDARG00000068290	cyp2x6	cyp2x12	2.08879318934315e-10	8.4985549440269e-10	1	FishWGD	protein_coding
ENSDARG00000092384	ENSDARG00000104302	si:dkey-28d5.3	CR391991.3	0.016066630541743	1.96579036670918e-10	1	FishWGD	protein_coding
ENSDARG00000078953	ENSDARG00000004633	epn3a	epn3b	1.48648273047014e-55	1.77511139516867e-27	7	FishWGD	protein_coding
ENSDARG00000062976	ENSDARG00000062108	iffo1a	iffo1b	3.60329282451932e-35	9.78523653431774e-23	7	FishWGD	protein_coding
ENSDARG00000041382	ENSDARG00000062995	si:dkey-283b15.2	si:dkey-14o18.2	3.32967105572554e-05	3.14537364830808e-27	1	FishWGD	protein_coding
ENSDARG00000067815	ENSDARG00000061970	LINGO3 (1 to many)	lingo3a	1.59020223075474e-212	1.84163096036832e-35	7	FishWGD	protein_coding
ENSDARG00000069766	ENSDARG00000088898	caln2	caln1	1.81937465152012e-71	4.69146094341685e-28	7	FishWGD	protein_coding
ENSDARG00000102143	ENSDARG00000096304	btr24	btr31	2.08053413556207e-06	0.000198415411192783	6	FishWGD	protein_coding
ENSDARG00000044501	ENSDARG00000010008	viml	vim	7.05593840963987e-22	0.000203823457602282	6	FishWGD	protein_coding
ENSDARG00000076025	ENSDARG00000014439	dgkzb	dgkza	6.23135000981432e-92	1.34241936479326e-10	7	FishWGD	protein_coding
ENSDARG00000055629	ENSDARG00000012816	dia1b	dia1a	1.82394255484819e-54	5.35242539924403e-09	6	FishWGD	protein_coding
ENSDARG00000075183	ENSDARG00000060929	rnf220b	rnf220a	5.28118043685111e-94	5.59810312830903e-10	6	FishWGD	protein_coding
ENSDARG00000098655	ENSDARG00000075024	KIF1C (1 to many)	KIF1C (1 to many)	5.88350629977782e-12	0.0738940052772342	5	Clupeocephala	protein_coding
ENSDARG00000018856	ENSDARG00000104664	dclk1a	dclk1b	3.67331885522294e-58	4.70610166567122e-14	7	FishWGD	protein_coding
ENSDARG00000034330	ENSDARG00000103510	si:dkey-88n24.7	CR391991.2	0.016066630541743	1.48461078961442e-10	1	FishWGD	protein_coding
ENSDARG00000098175	ENSDARG00000060626	dgkab	dgkaa	2.80930920283154e-151	5.34206601439485e-30	6	FishWGD	protein_coding
ENSDARG00000071841	ENSDARG00000055644	si:dkey-32n7.9	prss60.2	7.35335497575552e-38	0.154579789680922	5	FishWGD	protein_coding
ENSDARG00000075766	ENSDARG00000024564	sccpdha	sccpdhb	3.04642001028151e-48	1.40186893292348e-12	6	FishWGD	protein_coding
ENSDARG00000097299	ENSDARG00000079355	FLRT2 (1 to many)	flrt2	6.09122104766155e-144	1.25312364692254e-23	7	FishWGD	protein_coding
ENSDARG00000055346	ENSDARG00000103510	si:dkey-83f18.2	CR391991.2	0.016066630541743	1.68465381452575e-10	1	FishWGD	protein_coding
ENSDARG00000101037	ENSDARG00000043713	asf1ba	asf1bb	2.92559702170024e-43	1.2445884467246e-12	6	FishWGD	protein_coding
ENSDARG00000074635	ENSDARG00000079009	abca1a	abca1b	5.67406395711579e-37	0.000187223725175918	7	FishWGD	protein_coding
ENSDARG00000086460	ENSDARG00000103510	si:dkey-83f18.10	CR391991.2	0.016066630541743	1.48461078961442e-10	1	FishWGD	protein_coding
ENSDARG00000099203	ENSDARG00000034424	atp1b2a	atp1b2b	1.22942163291929e-18	0.0219915634270481	6	FishWGD	protein_coding
ENSDARG00000092919	ENSDARG00000040081	zp3c	zgc:66432	0.000206098755405818	0.108103874579287	1	FishWGD	protein_coding
ENSDARG00000078145	ENSDARG00000044874	si:ch211-218g4.2	zgc:92107	3.69899334603275e-38	1.58576400724628e-09	3	FishWGD	protein_coding
ENSDARG00000043589	ENSDARG00000042293	ca4a	ca4b	3.24240100904998e-26	3.00542600363631e-14	2	FishWGD	protein_coding
ENSDARG00000100166	ENSDARG00000046107	CASKIN1 (1 to many)	CASKIN1 (1 to many)	9.77563889956516e-92	9.4816825679762e-18	6	FishWGD	protein_coding
ENSDARG00000099199	ENSDARG00000074903	itchb	itcha	5.55390154104491e-100	2.38417318720294e-16	6	FishWGD	protein_coding
ENSDARG00000074396	ENSDARG00000059574	fscn2b	fscn2a	3.02121322589943e-155	3.66258204845038e-22	7	FishWGD	protein_coding
ENSDARG00000046140	ENSDARG00000102727	zgc:112038	si:ch73-182e20.4	7.21312929496957e-18	0.012008563246493	4	FishWGD	protein_coding
ENSDARG00000006092	ENSDARG00000035655	rad21a	rad21b	4.80002817170131e-107	6.64367209725352e-17	7	FishWGD	protein_coding
ENSDARG00000058494	ENSDARG00000102295	dnaja3a	dnaja3b	2.13043770267755e-86	8.69656013765814e-18	6	FishWGD	protein_coding
ENSDARG00000017211	ENSDARG00000075821	plxnb1b	plxnb1a	3.54735913439809e-60	5.46774546601576e-10	6	FishWGD	protein_coding
ENSDARG00000070713	ENSDARG00000056324	prss60.1	zgc:123295	1.20931282602451e-39	0.000185414801489319	5	FishWGD	protein_coding
ENSDARG00000102204	ENSDARG00000059534	jph3	JPH3 (1 to many)	3.78784603938015e-79	3.13718555422136e-13	6	FishWGD	protein_coding
ENSDARG00000015829	ENSDARG00000061177	mov10a	mov10b.1	9.06055839622066e-93	2.12984166161675e-08	7	FishWGD	protein_coding
ENSDARG00000008275	ENSDARG00000021739	klhl24b	klhl24a	2.87540192959494e-41	2.81164416049544e-05	7	FishWGD	protein_coding
ENSDARG00000036773	ENSDARG00000055589	s100s	s100t	4.1040168728611e-172	1.4732082804688e-29	6	FishWGD	protein_coding
ENSDARG00000099708	ENSDARG00000060496	cacna1hb	cacna1ha	1.66846308599965e-43	1.62310365460835e-20	1	FishWGD	protein_coding
ENSDARG00000086358	ENSDARG00000014624	si:dkey-83f18.9	si:dkeyp-94g1.1	0.016066630541743	2.04610979332163e-10	1	FishWGD	protein_coding
ENSDARG00000077151	ENSDARG00000074601	cbln2b	cbln2a	1.24848055749529e-38	1.01134929963312e-12	7	FishWGD	protein_coding
ENSDARG00000102056	ENSDARG00000017036	si:dkeyp-94b4.1	si:dkeyp-57f11.2	1.20440720135398e-39	1.65993855622908e-32	2	FishWGD	protein_coding
ENSDARG00000019235	ENSDARG00000042210	sema3aa	sema3ab	1.18441591243348e-103	4.49378868278277e-36	7	FishWGD	protein_coding
ENSDARG00000053186	ENSDARG00000010154	vstm4b	vstm4a	2.0499349691586e-117	2.31718849765481e-12	7	FishWGD	protein_coding
ENSDARG00000058042	ENSDARG00000070917	kitlgb	kitlga	1.03769161137587e-11	2.2866664474603e-11	1	FishWGD	protein_coding
ENSDARG00000077245	ENSDARG00000052633	si:dkey-225n22.4	si:ch211-106n13.3	1.33999499270955e-08	1.75736033134525e-11	1	FishWGD	protein_coding
ENSDARG00000028618	ENSDARG00000018404	zgc:77517	krt18	2.89350796043645e-15	2.28275839308007e-19	1	FishWGD	protein_coding
ENSDARG00000095448	ENSDARG00000034707	ftr30	ftr85	0.00103520303761834	4.65972972894083e-07	2	Clupeocephala	protein_coding
ENSDARG00000036499	ENSDARG00000074719	zgc:162171	si:ch73-173m3.3	0.000118077728863337	0.000129155229553559	2	FishWGD	protein_coding
ENSDARG00000040031	ENSDARG00000004452	tardbp	tardbpl	3.9051017111854e-107	3.30597284846795e-25	6	FishWGD	protein_coding
ENSDARG00000056740	ENSDARG00000008191	tmeff1b	tmeff1a	5.77434890753468e-14	8.84594948813527e-06	6	Vertebrata	protein_coding
ENSDARG00000070713	ENSDARG00000101990	prss60.1	CU571315.3	1.42401806540899e-39	0.000161977557662687	5	FishWGD	protein_coding
ENSDARG00000075226	ENSDARG00000012649	SMAD4 (1 to many)	SMAD4 (1 to many)	1.64414176265956e-50	5.51841398909095e-31	5	FishWGD	protein_coding
ENSDARG00000095113	ENSDARG00000102913	si:ch211-247l8.8	si:dkey-206d17.16	1.33187762558247e-11	0.125505400418122	6	Clupeocephala	protein_coding
ENSDARG00000074828	ENSDARG00000089340	RHOBTB2 (1 to many)	rhobtb2b	2.44414449277596e-45	8.23918600189937e-11	6	FishWGD	protein_coding
ENSDARG00000061732	ENSDARG00000006301	raph1b	raph1a	2.5187722491145e-72	9.86505690813615e-20	6	FishWGD	protein_coding
